Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR JAN 2025 0,CR JAN 2025 1,CR JAN 2025 2,CR JAN 2025 3,CR JUL 2025 0,CR JUL 2025 1,CR JUL 2025 2,CR JUL 2025 3
AIIMS-Inst. Pref,UR-AIIMS-IP,Bihar,"AIIMS, Patna",COMMUNITY & FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,4624,6898,15835,-
AIIMS-All India,SC,Delhi,"AIIMS, Delhi",GERIATRICS,-,-,-,-,-,2499,2499,-,-,-,-,-,-
AIIMS-All India,OBC,Jharkhand,"AIIMS, Deoghar",COMMUNITY & FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,3380,4529,7812,18082
AIIMS-All India,OBC,Bihar,"AIIMS, Patna",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Rai Bareli",ORTHOPAEDICS,-,-,-,-,-,3097,4266,-,-,-,-,-,-
AIIMS-All India,OBC,Punjab,"AIIMS, Bathinda",IHBT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Gujarat,"AIIMS, Rajkot",COMMUNITY & FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,4371,3564,7838,17117
AIIMS-All India,OBC,West Bengal,"AIIMS, Kalyani",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Gujarat,"AIIMS, Rajkot",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Andhra Pradesh,"AIIMS, Mangalagiri",ANAESTHESIOLOGY,-,-,-,-,-,-,8985,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Maharashtra,"AIIMS, Nagpur",COMMUNITY MEDICINE,-,-,-,-,-,-,-,-,-,10513,15343,27462,6314
AIIMS-All India,SC,Odisha,"AIIMS, Bhubaneswar",PSYCHIATRY,-,-,-,-,-,-,-,-,-,5373,5756,5811,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttar Pradesh,"AIIMS, Rai Bareli",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,-,-,-,-,9217,5970,5970,-
AIIMS-All India,SC,Andhra Pradesh,"AIIMS, Mangalagiri",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,3102,3102,5487,-
AIIMS-All India,OBC,Delhi,"AIIMS, Delhi",ANATOMY,-,-,-,-,-,6274,6274,9111,24193,3173,6151,8017,20990
AIIMS-Inst. Pref,UR-AIIMS-IP,Andhra Pradesh,"AIIMS, Mangalagiri",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,496,-,7797,1834
AIIMS-All India,OBC,Rajasthan,"AIIMS, Jodhpur",COMMUNITY MEDICINE,-,-,-,-,-,2480,5531,6771,11651,2797,4014,4494,-
AIIMS-All India,SC,Punjab,"AIIMS, Bathinda",ENT,-,-,-,-,-,4153,4153,4153,4153,-,-,-,-
AIIMS-All India,SC,Rajasthan,"AIIMS, Jodhpur",ANAESTHESIOLOGY,-,-,-,-,-,5025,4742,6604,7020,4536,5373,5629,8572
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Rai Bareli",OBG,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,OBC,Pondicherry,"JIPMER, Puducherry",PHYSIOLOGY,-,-,-,-,-,5695,5753,7663,-,3538,-,6188,-
AIIMS-All India,SC,Gujarat,"AIIMS, Rajkot",OBG,-,-,-,-,-,3615,3615,4332,4332,-,-,-,-
AIIMS-All India,SC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",OBG,-,-,-,-,-,3504,4332,4860,4860,-,-,-,-
AIIMS-All India,OBC,Delhi,"AIIMS, Delhi",PHYSIOLOGY,-,-,-,-,-,2596,2596,7421,16035,3314,1149,1149,1149
AIIMS-All India,EWS,Delhi,"AIIMS, Delhi",LAB MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Chhattisgarh,"AIIMS, Raipur",FORENSIC MEDICINE,-,-,-,-,-,4966,7863,9616,22640,-,-,-,-
AIIMS-All India,EWS,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",IHBT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Uttarakhand,"AIIMS, Rishikesh",BIOCHEMISTRY,-,-,-,-,-,5630,5166,11651,21287,6242,6679,11488,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Chhattisgarh,"AIIMS, Raipur",ANATOMY,-,-,-,-,-,14408,13901,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Punjab,"AIIMS, Bathinda",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Maharashtra,"AIIMS, Nagpur",GENERAL SURGERY,-,-,-,-,-,2517,2793,-,-,3731,5071,4336,-
AIIMS-All India,SC,Bihar,"AIIMS, Patna",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Uttarakhand,"AIIMS, Rishikesh",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Andhra Pradesh,"AIIMS, Mangalagiri",PATHOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Assam,"AIIMS, Guwahati",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Madhya Pradesh,"AIIMS, Bhopal",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,OBC,Pondicherry,"JIPMER, Puducherry",ANATOMY,-,-,-,-,-,4983,-,8368,-,-,3191,-,-
NIMHANS-KAR Domicile,SC-Karnataka Domicile,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,-,-,-,-,-,3965,3965,-,-,-,-,-,-
AIIMS-All India,SC,Jammu and Kashmir,"AIIMS, Jammu",ORTHOPAEDICS,-,-,-,-,-,3729,3729,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttar Pradesh,"AIIMS, Gorakhpur",FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Maharashtra,"AIIMS, Nagpur",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,4893,4893,4893,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Telangana,"AIIMS, Bibinagar",IHBT,-,-,-,-,-,-,-,-,-,-,4596,-,-
AIIMS-All India,ST,Punjab,"AIIMS, Bathinda",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
JIMPER-Inst. Pref,INST (JIPMER),Pondicherry,"JIPMER, Puducherry",PATHOLOGY,-,-,-,-,-,1462,1462,1462,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Maharashtra,"AIIMS, Nagpur",EMERGENCY MEDICINE,-,-,-,-,-,-,3616,3953,7772,-,3719,10386,3719
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Gorakhpur",GENERAL SURGERY,-,-,-,-,-,2377,3946,3946,-,4686,5487,5855,6760
AIIMS-All India,OBC,Jharkhand,"AIIMS, Deoghar",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,SC,Pondicherry,"JIPMER, Puducherry",PATHOLOGY,-,-,-,-,-,4439,6853,4439,4439,-,-,-,14383
AIIMS-Inst. Pref,UR-AIIMS-IP,Maharashtra,"AIIMS, Nagpur",PSYCHIATRY,-,-,-,-,-,-,-,-,-,6314,-,10538,29063
AIIMS-Inst. Pref,UR-AIIMS-IP,Bihar,"AIIMS, Patna",PHARMACOLOGY,-,-,-,-,-,-,11514,-,-,7299,-,26576,-
AIIMS-All India,SC,Telangana,"AIIMS, Bibinagar",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,-,-,-,-
PGIMER-All India,ST,Chandigarh,"PGIMER, Chandigarh",OBG,-,-,-,-,-,-,-,-,-,4487,4487,4487,-
AIIMS-All India,EWS,Gujarat,"AIIMS, Rajkot",PATHOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Jharkhand,"AIIMS, Deoghar",PATHOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Delhi,"AIIMS, Delhi",PALLIATIVE MEDICINE,-,-,-,-,-,-,-,-,-,5378,7532,-,-
AIIMS-All India,SC,Punjab,"AIIMS, Bathinda",OBG,-,-,-,-,-,-,-,-,-,-,-,-,-
PGIMER-All India,SC,Chandigarh,"PGIMER, Chandigarh",HOSPITAL ADMINISTRATION,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR-PwD,Punjab,"AIIMS, Bathinda",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Punjab,"AIIMS, Bathinda",BIOCHEMISTRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Bihar,"AIIMS, Patna",BIOCHEMISTRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Maharashtra,"AIIMS, Nagpur",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",HOSPITAL ADMINISTRATION,-,-,-,-,-,-,-,-,-,8091,10991,13844,-
PGIMER-All India,OBC,Chandigarh,"PGIMER, Chandigarh",MICROBIOLOGY,-,-,-,-,-,4008,4565,6905,15159,2035,4872,6639,20124
AIIMS-Inst. Pref,UR-AIIMS-IP,Andhra Pradesh,"AIIMS, Mangalagiri",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Odisha,"AIIMS, Bhubaneswar",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Madhya Pradesh,"AIIMS, Bhopal",ANAESTHESIOLOGY,-,-,-,-,-,5115,5308,6656,7720,-,-,-,-
AIIMS-All India,ST,Uttarakhand,"AIIMS, Rishikesh",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Punjab,"AIIMS, Bathinda",COMMUNITY & FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Delhi,"AIIMS, Delhi",OPHTHALMOLOGY,-,-,-,-,-,4506,4621,4621,13160,3171,2737,3171,9727
AIIMS-All India,OBC,Assam,"AIIMS, Guwahati",BIOCHEMISTRY,-,-,-,-,-,8741,8741,13115,31543,9272,9272,13407,41931
AIIMS-All India,OBC,Punjab,"AIIMS, Bathinda",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Odisha,"AIIMS, Bhubaneswar",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Uttarakhand,"AIIMS, Rishikesh",ANAESTHESIOLOGY,-,-,-,-,-,3508,4781,5616,5616,5044,4536,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",IHBT,-,-,-,-,-,-,-,-,-,2097,2097,-,-
AIIMS-All India,SC,Jharkhand,"AIIMS, Deoghar",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Jammu and Kashmir,"AIIMS, Jammu",OBG,-,-,-,-,-,4041,4850,-,7321,4216,4216,5409,8614
AIIMS-All India,ST,Maharashtra,"AIIMS, Nagpur",ORTHOPAEDICS,-,-,-,-,-,5678,5973,9700,13193,11181,14314,17401,-
AIIMS-All India,SC,Madhya Pradesh,"AIIMS, Bhopal",OPHTHALMOLOGY,-,-,-,-,-,4228,5025,5135,7140,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,10812,-,-,-
AIIMS-All India,OBC,Maharashtra,"AIIMS, Nagpur",BIOCHEMISTRY,-,-,-,-,-,-,-,-,-,7931,8010,12526,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",PHYSIOLOGY,-,-,-,-,-,-,10874,-,-,6874,-,14446,-
AIIMS-All India,SC,Maharashtra,"AIIMS, Nagpur",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Rajasthan,"AIIMS, Jodhpur",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,5938,7254,10711,27017
JIPMER-All India,ST,Pondicherry,"JIPMER, Puducherry",GENERAL SURGERY,-,-,-,-,-,7281,6837,-,11267,-,-,-,-
AIIMS-All India,SC,Chhattisgarh,"AIIMS, Raipur",ANAESTHESIOLOGY,-,-,-,-,-,5465,5615,6386,8161,4186,5546,5974,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Rajasthan,"AIIMS, Jodhpur",ANAESTHESIOLOGY,-,-,-,-,-,4382,5075,5946,20443,3101,5069,10019,41670
AIIMS-All India,SC,Jharkhand,"AIIMS, Deoghar",OBG,-,-,-,-,-,4781,4240,4240,6349,-,-,-,-
AIIMS-All India,OBC,Madhya Pradesh,"AIIMS, Bhopal",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,5703,7215,9846,22629
AIIMS-All India,EWS,Assam,"AIIMS, Guwahati",PATHOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Jammu and Kashmir,"AIIMS, Jammu",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Andhra Pradesh,"AIIMS, Mangalagiri",ENT,-,-,-,-,-,1389,1389,1389,12066,-,-,-,-
AIIMS-All India,SC,Bihar,"AIIMS, Patna",ANAESTHESIOLOGY,-,-,-,-,-,5308,5115,6859,8751,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Maharashtra,"AIIMS, Nagpur",IHBT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Chhattisgarh,"AIIMS, Raipur",MICROBIOLOGY,-,-,-,-,-,5703,8004,13022,20621,1967,6496,10737,25350
AIIMS-All India,OBC,Bihar,"AIIMS, Patna",ANATOMY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Delhi,"AIIMS, Delhi",PATHOLOGY,-,-,-,-,-,2120,4308,4308,-,6888,7301,8909,15937
AIIMS-All India,EWS,Odisha,"AIIMS, Bhubaneswar",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Rajasthan,"AIIMS, Jodhpur",PHYSIOLOGY,-,-,-,-,-,6437,6739,-,-,7215,8760,13320,18673
AIIMS-All India,SC,Maharashtra,"AIIMS, Nagpur",IHBT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Madhya Pradesh,"AIIMS, Bhopal",PHARMACOLOGY,-,-,-,-,-,8014,6621,10948,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Andhra Pradesh,"AIIMS, Mangalagiri",HOSPITAL ADMINISTRATION,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Chhattisgarh,"AIIMS, Raipur",ANATOMY,-,-,-,-,-,13022,13800,17656,17656,6951,9602,14094,-
AIIMS-All India,OBC,Madhya Pradesh,"AIIMS, Bhopal",BIOCHEMISTRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Andhra Pradesh,"AIIMS, Mangalagiri",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Punjab,"AIIMS, Bathinda",ANAESTHESIOLOGY,-,-,-,-,-,5617,5617,7140,9444,-,-,-,-
AIIMS-All India,ST,Uttar Pradesh,"AIIMS, Gorakhpur",GENERAL MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Madhya Pradesh,"AIIMS, Bhopal",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,16191,16191,36308,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Bihar,"AIIMS, Patna",PHYSIOLOGY,-,-,-,-,-,6182,-,15948,26188,-,-,-,-
AIIMS-All India,ST,Bihar,"AIIMS, Patna",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttarakhand,"AIIMS, Rishikesh",ANAESTHESIOLOGY,-,-,-,-,-,1170,1170,2369,1170,-,-,-,-
AIIMS-All India,SC,Jharkhand,"AIIMS, Deoghar",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Gujarat,"AIIMS, Rajkot",ANATOMY,-,-,-,-,-,12025,12025,18029,-,8757,10349,17949,-
JIPMER-All India,SC,Pondicherry,"JIPMER, Puducherry",IHBT,-,-,-,-,-,6083,-,-,-,5620,8103,-,-
AIIMS-All India,ST,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Assam,"AIIMS, Guwahati",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,ST,Pondicherry,"JIPMER, Puducherry",OBG,-,-,-,-,-,-,6497,-,-,5613,4849,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Punjab,"AIIMS, Bathinda",OBG,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,West Bengal,"AIIMS, Kalyani",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,14507,17378,21845,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Telangana,"AIIMS, Bibinagar",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",PAEDIATRIC SURGERY 6 YRS,-,-,-,-,-,-,-,-,-,-,-,-,-
PGIMER-All India,SC,Chandigarh,"PGIMER, Chandigarh",PATHOLOGY,-,-,-,-,-,-,-,-,-,7187,9700,10954,17387
AIIMS-All India,SC,Chhattisgarh,"AIIMS, Raipur",ENT,-,-,-,-,-,4999,5286,5672,9422,-,-,-,-
AIIMS-All India,SC,Rajasthan,"AIIMS, Jodhpur",PSYCHIATRY,-,-,-,-,-,2762,2388,2388,-,-,-,-,-
AIIMS-All India,SC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
PGIMER-All India,SC,Chandigarh,"PGIMER, Chandigarh",IHBT,-,-,-,-,-,-,-,-,15839,-,-,-,-
AIIMS-All India,OBC,Assam,"AIIMS, Guwahati",PHYSIOLOGY,-,-,-,-,-,11705,13889,17226,-,10737,11627,16901,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Maharashtra,"AIIMS, Nagpur",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,15343,23630,-,-
AIIMS-All India,OBC,Uttarakhand,"AIIMS, Rishikesh",ANATOMY,-,-,-,-,-,5542,5542,14493,-,5828,6242,7708,-
AIIMS-All India,SC,Bihar,"AIIMS, Patna",ENT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Delhi,"AIIMS, Delhi",LAB MEDICINE,-,-,-,-,-,5331,10183,10183,-,-,-,-,-
PGIMER-All India,ST,Chandigarh,"PGIMER, Chandigarh",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,7068,7068,7068,-
AIIMS-All India,EWS,Delhi,"AIIMS, Delhi",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,2667,2667,8958,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Rai Bareli",BIOCHEMISTRY,-,-,-,-,-,9354,11651,16826,31537,6684,8826,13278,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Madhya Pradesh,"AIIMS, Bhopal",COMMUNITY MEDICINE,-,-,-,-,-,6771,3256,8996,8996,3668,3668,-,36294
AIIMS-All India,SC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ENT,-,-,-,-,-,-,-,-,-,3450,3450,3450,-
AIIMS-All India,SC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",TRAUMATOLOGY AND SURGERY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Chhattisgarh,"AIIMS, Raipur",OPHTHALMOLOGY,-,-,-,-,-,4850,5860,-,-,-,-,-,-
AIIMS-All India,ST,Rajasthan,"AIIMS, Jodhpur",OBG,-,-,-,-,-,4621,1894,1894,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",BIOPHYSICS,-,-,-,-,-,1137,1137,7139,26442,2156,2156,-,-
AIIMS-All India,SC,Madhya Pradesh,"AIIMS, Bhopal",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Telangana,"AIIMS, Bibinagar",PHYSIOLOGY,-,-,-,-,-,6116,10537,17021,30319,-,-,-,-
AIIMS-All India,OBC,Assam,"AIIMS, Guwahati",ANATOMY,-,-,-,-,-,-,-,-,-,6151,11957,12245,-
AIIMS-All India,SC,Assam,"AIIMS, Guwahati",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,SC,Pondicherry,"JIPMER, Puducherry",ANATOMY,-,-,-,-,-,12179,13065,-,-,-,-,-,-
AIIMS-All India,SC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Telangana,"AIIMS, Bibinagar",ANATOMY,-,-,-,-,-,10537,10518,15820,30714,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttar Pradesh,"AIIMS, Gorakhpur",COMMUNITY & FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Rajasthan,"AIIMS, Jodhpur",MICROBIOLOGY,-,-,-,-,-,8872,12595,17009,17009,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Bihar,"AIIMS, Patna",BIOCHEMISTRY,-,-,-,-,-,-,13155,14644,-,-,-,30055,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Punjab,"AIIMS, Bathinda",ORTHOPAEDICS,-,-,-,-,-,7434,-,-,-,-,-,-,-
AIIMS-All India,OBC,Andhra Pradesh,"AIIMS, Mangalagiri",ANATOMY,-,-,-,-,-,-,-,-,-,4941,6993,9710,13984
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Rai Bareli",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttarakhand,"AIIMS, Rishikesh",TRAUMASURG&CC (6 YRS),-,-,-,-,-,-,-,1991,1991,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",PHYSIOLOGY,-,-,-,-,-,8350,8350,-,-,-,-,-,-
AIIMS-All India,OBC,Jharkhand,"AIIMS, Deoghar",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,8159,9213,10342,35279
NIMHANS-All India,ST,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,-,-,-,-,-,6497,8856,10374,18108,8924,8924,8924,-
AIIMS-All India,OBC,Maharashtra,"AIIMS, Nagpur",ANATOMY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Chhattisgarh,"AIIMS, Raipur",PHARMACOLOGY,-,-,-,-,-,6355,-,13901,-,-,-,-,-
AIIMS-All India,SC,Rajasthan,"AIIMS, Jodhpur",PATHOLOGY,-,-,-,-,-,-,-,-,-,7638,8067,9800,21363
AIIMS-All India,ST,Punjab,"AIIMS, Bathinda",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",PMR,-,-,-,-,-,1318,1318,1318,-,-,-,-,-
AIIMS-All India,OBC,Jharkhand,"AIIMS, Deoghar",ANATOMY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Maharashtra,"AIIMS, Nagpur",PATHOLOGY,-,-,-,-,-,-,-,-,-,7227,8702,12001,39206
AIIMS-All India,ST,Bihar,"AIIMS, Patna",OBG,-,-,-,-,-,5763,5763,5763,-,-,-,-,-
AIIMS-All India,SC,Odisha,"AIIMS, Bhubaneswar",PMR,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Gujarat,"AIIMS, Rajkot",ANATOMY,-,-,-,-,-,-,-,-,-,6184,16868,26088,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttar Pradesh,"AIIMS, Gorakhpur",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,West Bengal,"AIIMS, Kalyani",ANATOMY,-,-,-,-,-,-,-,-,-,9779,11054,15412,-
AIIMS-All India,ST,Delhi,"AIIMS, Delhi",PSYCHIATRY,-,-,-,-,-,6997,6997,-,-,-,-,-,-
AIIMS-All India,EWS,Madhya Pradesh,"AIIMS, Bhopal",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttarakhand,"AIIMS, Rishikesh",IHBT,-,-,-,-,-,6551,-,-,-,3372,8986,-,-
AIIMS-All India,SC,Madhya Pradesh,"AIIMS, Bhopal",PATHOLOGY,-,-,-,-,-,4308,5878,8607,14567,-,-,-,-
AIIMS-All India,ST,Chhattisgarh,"AIIMS, Raipur",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Bihar,"AIIMS, Patna",ANATOMY,-,-,-,-,-,-,-,-,-,-,23952,28902,-
JIPMER-All India,ST,Pondicherry,"JIPMER, Puducherry",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,18638
JIPMER-All India,ST,Pondicherry,"JIPMER, Puducherry",PSYCHIATRY,-,-,-,-,-,-,-,12086,-,-,-,-,-
PGIMER-All India,UR-PwD,Chandigarh,"PGIMER, Chandigarh",PAEDIATRICS,-,-,-,-,-,13042,18204,-,-,29407,29407,-,-
JIPMER-All India,SC,Pondicherry,"JIPMER, Puducherry",MICROBIOLOGY,-,-,-,-,-,8381,8353,17234,-,-,-,18948,-
AIIMS-All India,SC,Telangana,"AIIMS, Bibinagar",PATHOLOGY,-,-,-,-,-,7190,7190,12636,17545,-,-,-,-
AIIMS-All India,ST,Chhattisgarh,"AIIMS, Raipur",GENERAL SURGERY,-,-,-,-,-,7808,8129,10425,-,-,-,-,-
AIIMS-All India,ST,Punjab,"AIIMS, Bathinda",GENERAL SURGERY,-,-,-,-,-,8965,8965,-,-,-,-,-,-
AIIMS-All India,ST,Maharashtra,"AIIMS, Nagpur",OBG,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Jammu and Kashmir,"AIIMS, Jammu",NEUROSURGERY 6 YRS,-,-,-,-,-,-,-,-,-,-,-,-,-
