Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR JAN 2026 0,CR JAN 2026 1,CR JAN 2026 2,CR JAN 2026 3,CR JUL 2026 0,CR JUL 2026 1,CR JUL 2026 2,CR JUL 2026 3
AIIMS-All India,SC,Uttarakhand,"AIIMS, Rishikesh",MICROBIOLOGY,-,-,-,-,-,10216,13970,16125,-,-,-,-,-
PGIMER-All India,UR,Chandigarh,"PGIMER, Chandigarh",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Uttarakhand,"AIIMS, Rishikesh",PHARMACOLOGY,-,-,-,-,-,3847,5049,6618,16180,-,-,-,-
AIIMS-All India,EWS,Telangana,"AIIMS, Bibinagar",MICROBIOLOGY,-,-,-,-,-,5256,12112,16198,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Andhra Pradesh,"AIIMS, Mangalagiri",FAMILY MEDICINE,-,-,-,-,-,-,16208,-,-,-,-,-,-
AIIMS-All India,SC,Maharashtra,"AIIMS, Nagpur",COMMUNITY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Jammu and Kashmir,"AIIMS, Jammu",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Delhi,"AIIMS, Delhi",MICROBIOLOGY,-,-,-,-,-,3430,4023,6824,16296,-,-,-,-
AIIMS-All India,OBC,Telangana,"AIIMS, Bibinagar",BIOCHEMISTRY,-,-,-,-,-,7653,6306,9977,-,-,-,-,-
AIIMS-All India,SC,Madhya Pradesh,"AIIMS, Bhopal",IHBT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Rai Bareli",PATHOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Telangana,"AIIMS, Bibinagar",COMMUNITY MEDICINE,-,-,-,-,-,8738,8106,16492,16492,-,-,-,-
PGIMER-All India,ST,Chandigarh,"PGIMER, Chandigarh",IHBT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",COMMUNITY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Jammu and Kashmir,"AIIMS, Jammu",IHBT,-,-,-,-,-,1728,2686,3095,8678,-,-,-,-
AIIMS-All India,OBC,West Bengal,"AIIMS, Kalyani",COMMUNITY MEDICINE,-,-,-,-,-,5603,6547,8639,13537,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Chhattisgarh,"AIIMS, Raipur",IHBT,-,-,-,-,-,-,-,-,16605,-,-,-,-
PGIMER-All India,OBC,Chandigarh,"PGIMER, Chandigarh",PHARMACOLOGY,-,-,-,-,-,450,450,-,-,-,-,-,-
AIIMS-All India,OBC,Rajasthan,"AIIMS, Jodhpur",HOSPITAL ADMINISTRATION,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR-PwD,West Bengal,"AIIMS, Kalyani",PSYCHIATRY,-,-,-,-,-,16673,16673,-,-,-,-,-,-
AIIMS-All India,UR,Rajasthan,"AIIMS, Jodhpur",MICROBIOLOGY,-,-,-,-,-,-,2437,4224,4224,-,-,-,-
AIIMS-All India,OBC,Gujarat,"AIIMS, Rajkot",PHYSIOLOGY,-,-,-,-,-,8205,10886,13446,16766,-,-,-,-
AIIMS-All India,OBC,Andhra Pradesh,"AIIMS, Mangalagiri",IHBT,-,-,-,-,-,3906,3617,4784,12758,-,-,-,-
PGIMER-All India,ST,Chandigarh,"PGIMER, Chandigarh",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttarakhand,"AIIMS, Rishikesh",COMMUNITY MEDICINE,-,-,-,-,-,-,12124,-,-,-,-,-,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",MICROBIOLOGY,-,-,-,-,-,4163,10821,16939,-,-,-,-,-
AIIMS-All India,UR,Assam,"AIIMS, Guwahati",MICROBIOLOGY,-,-,-,-,-,3923,5059,6625,17090,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Gorakhpur",ANATOMY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",FORENSIC MEDICINE,-,-,-,-,-,2058,3971,5162,16575,-,-,-,-
AIIMS-All India,ST,Rajasthan,"AIIMS, Jodhpur",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Jammu and Kashmir,"AIIMS, Jammu",ANATOMY,-,-,-,-,-,10225,10818,13847,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Madhya Pradesh,"AIIMS, Bhopal",HOSPITAL ADMINISTRATION,-,-,-,-,-,2402,-,7277,17354,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",RADIATION ONCOLOGY,-,-,-,-,-,-,1967,5964,17361,-,-,-,-
AIIMS-All India,ST,Assam,"AIIMS, Guwahati",ENT,-,-,-,-,-,7839,9858,12221,17384,-,-,-,-
JIPMER-All India,ST,Pondicherry,"JIPMER, Puducherry",ENT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Gorakhpur",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Andhra Pradesh,"AIIMS, Mangalagiri",COMMUNITY MEDICINE,-,-,-,-,-,8163,9561,16964,17580,-,-,-,-
AIIMS-All India,SC,Andhra Pradesh,"AIIMS, Mangalagiri",FORENSIC MEDICINE,-,-,-,-,-,12572,14370,17300,17583,-,-,-,-
AIIMS-All India,EWS,Delhi,"AIIMS, Delhi",BIOPHYSICS,-,-,-,-,-,4232,2438,5299,17596,-,-,-,-
AIIMS-All India,EWS,Bihar,"AIIMS, Patna",IHBT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Rai Bareli",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",PLASTIC SURGERY 6 YRS,-,-,-,-,-,-,911,1540,17759,-,-,-,-
AIIMS-All India,ST,Odisha,"AIIMS, Bhubaneswar",PMR,-,-,-,-,-,11871,15898,17805,-,-,-,-,-
AIIMS-All India,OBC,Bihar,"AIIMS, Patna",IHBT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS-PwD,Bihar,"AIIMS, Patna",RADIO DIAGNOSIS,-,-,-,-,-,18051,18051,-,-,-,-,-,-
AIIMS-All India,ST,West Bengal,"AIIMS, Kalyani",OPHTHALMOLOGY,-,-,-,-,-,9507,9644,13068,18136,-,-,-,-
AIIMS-All India,SC,Jammu and Kashmir,"AIIMS, Jammu",COMMUNITY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Madhya Pradesh,"AIIMS, Bhopal",BIOCHEMISTRY,-,-,-,-,-,15963,15054,18185,-,-,-,-,-
AIIMS-All India,UR-PwD,Madhya Pradesh,"AIIMS, Bhopal",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Madhya Pradesh,"AIIMS, Bhopal",IHBT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Andhra Pradesh,"AIIMS, Mangalagiri",PHARMACOLOGY,-,-,-,-,-,4073,4073,8073,18239,-,-,-,-
AIIMS-All India,ST,Maharashtra,"AIIMS, Nagpur",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Rajasthan,"AIIMS, Jodhpur",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,West Bengal,"AIIMS, Kalyani",IHBT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR-PwD,Uttarakhand,"AIIMS, Rishikesh",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttar Pradesh,"AIIMS, Gorakhpur",IHBT,-,-,-,-,-,9108,10073,18499,-,-,-,-,-
AIIMS-All India,ST,Uttarakhand,"AIIMS, Rishikesh",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Chhattisgarh,"AIIMS, Raipur",ANAESTHESIOLOGY,-,-,-,-,-,9654,9950,11871,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttar Pradesh,"AIIMS, Gorakhpur",ANATOMY,-,-,-,-,-,10661,18591,-,-,-,-,-,-
AIIMS-All India,ST,Uttar Pradesh,"AIIMS, Rai Bareli",OPHTHALMOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Andhra Pradesh,"AIIMS, Mangalagiri",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Uttarakhand,"AIIMS, Rishikesh",BIOCHEMISTRY,-,-,-,-,-,9886,12298,18654,-,-,-,-,-
AIIMS-All India,ST,Uttar Pradesh,"AIIMS, Gorakhpur",EMERGENCY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Delhi,"AIIMS, Delhi",BIOCHEMISTRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Delhi,"AIIMS, Delhi",BIOCHEMISTRY,-,-,-,-,-,3275,9393,16926,-,-,-,-,-
AIIMS-All India,EWS,Uttar Pradesh,"AIIMS, Rai Bareli",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
JIPMER-All India,EWS,Pondicherry,"JIPMER, Puducherry",ANATOMY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Telangana,"AIIMS, Bibinagar",COMMUNITY & FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Andhra Pradesh,"AIIMS, Mangalagiri",HOSPITAL ADMINISTRATION,-,-,-,-,-,18926,18926,-,-,-,-,-,-
AIIMS-All India,EWS,Maharashtra,"AIIMS, Nagpur",FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Andhra Pradesh,"AIIMS, Mangalagiri",ORTHOPAEDICS,-,-,-,-,-,3774,3774,3774,18972,-,-,-,-
AIIMS-All India,OBC,Odisha,"AIIMS, Bhubaneswar",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Madhya Pradesh,"AIIMS, Bhopal",FORENSIC MEDICINE,-,-,-,-,-,9998,17123,-,-,-,-,-,-
AIIMS-All India,SC,Uttarakhand,"AIIMS, Rishikesh",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",BIOCHEMISTRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttar Pradesh,"AIIMS, Gorakhpur",BIOCHEMISTRY,-,-,-,-,-,-,-,19315,5693,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,West Bengal,"AIIMS, Kalyani",HOSPITAL ADMINISTRATION,-,-,-,-,-,19381,-,-,-,-,-,-,-
AIIMS-All India,UR,Uttarakhand,"AIIMS, Rishikesh",BIOCHEMISTRY,-,-,-,-,-,-,-,7152,14824,-,-,-,-
JIPMER-All India,ST,Pondicherry,"JIPMER, Puducherry",PMR,-,-,-,-,-,-,19435,-,-,-,-,-,-
AIIMS-All India,ST,Maharashtra,"AIIMS, Nagpur",PMR,-,-,-,-,-,10317,10317,19435,-,-,-,-,-
AIIMS-All India,UR-PwD,Maharashtra,"AIIMS, Nagpur",GENERAL SURGERY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR-PwD,Madhya Pradesh,"AIIMS, Bhopal",RADIATION ONCOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Rajasthan,"AIIMS, Jodhpur",FORENSIC MEDICINE,-,-,-,-,-,4440,6025,6647,15556,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttarakhand,"AIIMS, Rishikesh",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR-PwD,West Bengal,"AIIMS, Kalyani",ORTHOPAEDICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Jammu and Kashmir,"AIIMS, Jammu",PATHOLOGY,-,-,-,-,-,3514,4811,6429,14027,-,-,-,-
AIIMS-All India,EWS,Gujarat,"AIIMS, Rajkot",MICROBIOLOGY,-,-,-,-,-,7838,11897,18640,19625,-,-,-,-
AIIMS-All India,EWS,Maharashtra,"AIIMS, Nagpur",PHYSIOLOGY,-,-,-,-,-,12488,14330,19683,-,-,-,-,-
AIIMS-All India,EWS,Telangana,"AIIMS, Bibinagar",BIOCHEMISTRY,-,-,-,-,-,12298,12488,19703,-,-,-,-,-
AIIMS-All India,ST,Uttar Pradesh,"AIIMS, Rai Bareli",PMR,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Telangana,"AIIMS, Bibinagar",MICROBIOLOGY,-,-,-,-,-,14419,14419,19810,-,-,-,-,-
AIIMS-All India,EWS,Madhya Pradesh,"AIIMS, Bhopal",ANATOMY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Assam,"AIIMS, Guwahati",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",MICROBIOLOGY,-,-,-,-,-,2432,-,-,-,-,-,-,-
AIIMS-All India,UR,Gujarat,"AIIMS, Rajkot",PHYSIOLOGY,-,-,-,-,-,-,-,-,20020,-,-,-,-
PGIMER-All India,SC,Chandigarh,"PGIMER, Chandigarh",MICROBIOLOGY,-,-,-,-,-,12841,12490,14419,14419,-,-,-,-
AIIMS-All India,SC,Jammu and Kashmir,"AIIMS, Jammu",IHBT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Rajasthan,"AIIMS, Jodhpur",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Rai Bareli",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC-PwD,Madhya Pradesh,"AIIMS, Bhopal",PAEDIATRICS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,West Bengal,"AIIMS, Kalyani",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,20078,-,-,-,-
JIPMER-All India,ST,Pondicherry,"JIPMER, Puducherry",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Rai Bareli",COMMUNITY MEDICINE,-,-,-,-,-,4881,6506,7780,12820,-,-,-,-
AIIMS-All India,SC,Andhra Pradesh,"AIIMS, Mangalagiri",IHBT,-,-,-,-,-,10908,10908,15727,20141,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Uttarakhand,"AIIMS, Rishikesh",FORENSIC MEDICINE,-,-,-,-,-,-,-,14607,-,-,-,-,-
AIIMS-All India,OBC,Jammu and Kashmir,"AIIMS, Jammu",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Gujarat,"AIIMS, Rajkot",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Uttar Pradesh,"AIIMS, Rai Bareli",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Uttarakhand,"AIIMS, Rishikesh",IHBT,-,-,-,-,-,5299,6260,7211,20224,-,-,-,-
AIIMS-All India,SC,Bihar,"AIIMS, Patna",PMR,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC-PwD,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ORTHOPAEDICS,-,-,-,-,-,-,-,20496,-,-,-,-,-
AIIMS-All India,SC,Chhattisgarh,"AIIMS, Raipur",BIOCHEMISTRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Rai Bareli",PMR,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Delhi,"AIIMS, Delhi",PHARMACOLOGY,-,-,-,-,-,19546,20663,20663,-,-,-,-,-
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Rai Bareli",MICROBIOLOGY,-,-,-,-,-,13037,16125,20665,-,-,-,-,-
AIIMS-All India,ST,West Bengal,"AIIMS, Kalyani",PSYCHIATRY,-,-,-,-,-,9745,11392,13191,20675,-,-,-,-
AIIMS-All India,SC,Bihar,"AIIMS, Patna",BIOCHEMISTRY,-,-,-,-,-,16291,14816,20678,-,-,-,-,-
AIIMS-All India,ST,Madhya Pradesh,"AIIMS, Bhopal",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Bihar,"AIIMS, Patna",PHYSIOLOGY,-,-,-,-,-,14265,16923,20714,-,-,-,-,-
JIMPER-Inst. Pref,INST (JIPMER)-PwD,Pondicherry,"JIPMER, Puducherry",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,West Bengal,"AIIMS, Kalyani",MICROBIOLOGY,-,-,-,-,-,13970,14701,20756,-,-,-,-,-
AIIMS-All India,SC,Telangana,"AIIMS, Bibinagar",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Rajasthan,"AIIMS, Jodhpur",FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Chhattisgarh,"AIIMS, Raipur",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Jammu and Kashmir,"AIIMS, Jammu",PATHOLOGY,-,-,-,-,-,7816,7816,11314,11414,-,-,-,-
AIIMS-All India,SC,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",PATHOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Andhra Pradesh,"AIIMS, Mangalagiri",ANATOMY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Andhra Pradesh,"AIIMS, Mangalagiri",BIOCHEMISTRY,-,-,-,-,-,-,-,-,-,-,-,-,-
PGIMER-All India,SC,Chandigarh,"PGIMER, Chandigarh",PHARMACOLOGY,-,-,-,-,-,9656,9656,11083,18439,-,-,-,-
AIIMS-All India,SC,Jharkhand,"AIIMS, Deoghar",BIOCHEMISTRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Uttar Pradesh,"AIIMS, Rai Bareli",IHBT,-,-,-,-,-,9474,12361,13468,21004,-,-,-,-
JIPMER-All India,UR,Pondicherry,"JIPMER, Puducherry",PHYSIOLOGY,-,-,-,-,-,2213,3949,4464,11018,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Delhi,"AIIMS, Delhi",GERIATRICS,-,-,-,-,-,-,-,5154,-,-,-,-,-
AIIMS-All India,SC,Jammu and Kashmir,"AIIMS, Jammu",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Odisha,"AIIMS, Bhubaneswar",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,West Bengal,"AIIMS, Kalyani",PATHOLOGY,-,-,-,-,-,8598,8738,11145,-,-,-,-,-
AIIMS-All India,ST,West Bengal,"AIIMS, Kalyani",COMMUNITY MEDICINE,-,-,-,-,-,20125,20516,21181,-,-,-,-,-
AIIMS-All India,OBC,Uttar Pradesh,"AIIMS, Rai Bareli",MICROBIOLOGY,-,-,-,-,-,4977,6174,10143,-,-,-,-,-
AIIMS-All India,UR,Rajasthan,"AIIMS, Jodhpur",PHYSIOLOGY,-,-,-,-,-,-,4896,7734,21283,-,-,-,-
AIIMS-All India,ST,Uttar Pradesh,"AIIMS, Rai Bareli",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ANAESTHESIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Jammu and Kashmir,"AIIMS, Jammu",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Odisha,"AIIMS, Bhubaneswar",ENT,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Jharkhand,"AIIMS, Deoghar",COMMUNITY & FAMILY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Odisha,"AIIMS, Bhubaneswar",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Madhya Pradesh,"AIIMS, Bhopal",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Andhra Pradesh,"AIIMS, Mangalagiri",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Maharashtra,"AIIMS, Nagpur",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,EWS,Jammu and Kashmir,"AIIMS, Jammu",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Andhra Pradesh,"AIIMS, Mangalagiri",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,SC,Madhya Pradesh,"AIIMS, Bhopal",MICROBIOLOGY,-,-,-,-,-,12791,12841,20177,21746,-,-,-,-
AIIMS-All India,SC,Maharashtra,"AIIMS, Nagpur",FORENSIC MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Assam,"AIIMS, Guwahati",RADIATION ONCOLOGY,-,-,-,-,-,8446,8446,8446,21793,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Bihar,"AIIMS, Patna",PATHOLOGY,-,-,-,-,-,4035,8263,13288,13288,-,-,-,-
AIIMS-All India,SC,Telangana,"AIIMS, Bibinagar",PHARMACOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Chhattisgarh,"AIIMS, Raipur",COMMUNITY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Rajasthan,"AIIMS, Jodhpur",ANATOMY,-,-,-,-,-,-,21858,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Bihar,"AIIMS, Patna",MICROBIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Chhattisgarh,"AIIMS, Raipur",MICROBIOLOGY,-,-,-,-,-,6394,6008,16605,-,-,-,-,-
AIIMS-All India,UR-PwD,Bihar,"AIIMS, Patna",ORTHOPAEDICS,-,-,-,-,-,21958,21958,-,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,West Bengal,"AIIMS, Kalyani",COMMUNITY MEDICINE,-,-,-,-,-,13521,20673,21965,-,-,-,-,-
AIIMS-All India,EWS,Andhra Pradesh,"AIIMS, Mangalagiri",ANATOMY,-,-,-,-,-,9895,13881,21976,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",HOSPITAL ADMINISTRATION,-,-,-,-,-,-,-,22006,-,-,-,-,-
AIIMS-All India,SC,Gujarat,"AIIMS, Rajkot",COMMUNITY & FAMILY MEDICINE,-,-,-,-,-,9561,9848,15474,22041,-,-,-,-
AIIMS-All India,SC,Maharashtra,"AIIMS, Nagpur",ANATOMY,-,-,-,-,-,17670,19762,22063,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,West Bengal,"AIIMS, Kalyani",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Rajasthan,"AIIMS, Jodhpur",HOSPITAL ADMINISTRATION,-,-,-,-,-,19523,15502,22136,-,-,-,-,-
AIIMS-All India,UR-PwD,Maharashtra,"AIIMS, Nagpur",RADIO DIAGNOSIS,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Assam,"AIIMS, Guwahati",FORENSIC MEDICINE,-,-,-,-,-,5293,6298,9042,22205,-,-,-,-
AIIMS-All India,ST,Uttar Pradesh,"AIIMS, Rai Bareli",COMMUNITY MEDICINE,-,-,-,-,-,-,-,-,-,-,-,-,-
PGIMER-All India,ST,Chandigarh,"PGIMER, Chandigarh",PATHOLOGY,-,-,-,-,-,18220,13365,22324,-,-,-,-,-
AIIMS-All India,OBC,Maharashtra,"AIIMS, Nagpur",HOSPITAL ADMINISTRATION,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,West Bengal,"AIIMS, Kalyani",MICROBIOLOGY,-,-,-,-,-,6174,6976,11177,19057,-,-,-,-
AIIMS-All India,SC,Gujarat,"AIIMS, Rajkot",PHYSIOLOGY,-,-,-,-,-,17123,20266,22382,-,-,-,-,-
AIIMS-Inst. Pref,UR-AIIMS-IP,Odisha,"AIIMS, Bhubaneswar",PHARMACOLOGY,-,-,-,-,-,6775,22394,-,-,-,-,-,-
JIPMER-All India,ST,Pondicherry,"JIPMER, Puducherry",FORENSIC MEDICINE,-,-,-,-,-,-,-,22403,-,-,-,-,-
AIIMS-All India,SC,Chhattisgarh,"AIIMS, Raipur",PHYSIOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,UR,Madhya Pradesh,"AIIMS, Bhopal",PHYSIOLOGY,-,-,-,-,-,-,-,-,22453,-,-,-,-
AIIMS-All India,SC,Madhya Pradesh,"AIIMS, Bhopal",PHYSIOLOGY,-,-,-,-,-,13192,16856,22460,-,-,-,-,-
AIIMS-All India,OBC-PwD,Rajasthan,"AIIMS, Jodhpur",DERMATOLOGY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Maharashtra,"AIIMS, Nagpur",PSYCHIATRY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,ST,Uttarakhand,"AIIMS, Rishikesh",PATHOLOGY,-,-,-,-,-,16845,20889,22564,19633,-,-,-,-
AIIMS-All India,SC,Assam,"AIIMS, Guwahati",ANATOMY,-,-,-,-,-,-,-,-,-,-,-,-,-
AIIMS-All India,OBC,Punjab,"AIIMS, Bathinda",MICROBIOLOGY,-,-,-,-,-,5783,5783,9002,22730,-,-,-,-
AIIMS-All India,EWS,Gujarat,"AIIMS, Rajkot",BIOCHEMISTRY,-,-,-,-,-,14049,14842,22748,-,-,-,-,-
