Round,AI Rank,State,Institute,Course,Quota,Category
1,2109,Madhya Pradesh,"AIIMS, Bhopal",RADIO DIAGNOSIS,AIIMS-All India,ST
1,2114,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",OPHTHALMOLOGY,AIIMS-All India,OBC
1,2116,Delhi,"AIIMS, Delhi",OPHTHALMOLOGY,AIIMS-All India,SC
1,2125,Andhra Pradesh,"AIIMS, Mangalagiri",EMERGENCY MEDICINE,AIIMS-All India,EWS
1,2132,Delhi,"AIIMS, Delhi",PATHOLOGY,AIIMS-All India,OBC
1,2138,West Bengal,"AIIMS, Kalyani",PATHOLOGY,AIIMS-All India,UR
1,2143,Uttarakhand,"AIIMS, Rishikesh",GERIATRICS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2144,Pondicherry,"JIPMER, Puducherry",PATHOLOGY,JIPMER-All India,SC
1,2148,Chhattisgarh,"AIIMS, Raipur",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2151,Telangana,"AIIMS, Bibinagar",OPHTHALMOLOGY,AIIMS-All India,OBC
1,2156,Uttarakhand,"AIIMS, Rishikesh",OPHTHALMOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2159,Maharashtra,"AIIMS, Nagpur",OPHTHALMOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2160,Jharkhand,"AIIMS, Deoghar",PATHOLOGY,AIIMS-All India,UR
1,2170,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",PAEDIATRICS,AIIMS-All India,SC
1,2171,West Bengal,"AIIMS, Kalyani",OPHTHALMOLOGY,AIIMS-All India,OBC
1,2175,Uttarakhand,"AIIMS, Rishikesh",ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2181,Andhra Pradesh,"AIIMS, Mangalagiri",ANAESTHESIOLOGY,AIIMS-All India,EWS
1,2185,Bihar,"AIIMS, Patna",PSYCHIATRY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2195,Pondicherry,"JIPMER, Puducherry",MICROBIOLOGY,JIPMER-All India,UR
1,2196,Rajasthan,"AIIMS, Jodhpur",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2200,West Bengal,"AIIMS, Kalyani",HOSPITAL ADMINISTRATION,AIIMS-All India,UR
1,2201,Pondicherry,"JIPMER, Puducherry",RADIATION ONCOLOGY,JIPMER-All India,SC
1,2213,Delhi,"AIIMS, Delhi",PHYSIOLOGY,AIIMS-All India,UR
1,2215,West Bengal,"AIIMS, Kalyani",OPHTHALMOLOGY,AIIMS-All India,OBC
1,2219,West Bengal,"AIIMS, Kalyani",ENT,AIIMS-All India,EWS
1,2220,Chandigarh,"PGIMER, Chandigarh",PAEDIATRICS,PGIMER-All India,ST
1,2224,Maharashtra,"AIIMS, Nagpur",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2229,Uttarakhand,"AIIMS, Rishikesh",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2230,Assam,"AIIMS, Guwahati",OPHTHALMOLOGY,AIIMS-All India,OBC
1,2232,Uttar Pradesh,"AIIMS, Rai Bareli",OPHTHALMOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2234,Pondicherry,"JIPMER, Puducherry",GENERAL SURGERY,JIPMER-All India,ST
1,2237,Odisha,"AIIMS, Bhubaneswar",RADIO DIAGNOSIS,AIIMS-All India,ST
1,2242,Punjab,"AIIMS, Bathinda",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2243,Pondicherry,"JIPMER, Puducherry",TBRD,JIPMER-All India,SC
1,2247,Uttar Pradesh,"AIIMS, Rai Bareli",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2248,Gujarat,"AIIMS, Rajkot",PATHOLOGY,AIIMS-All India,UR
1,2252,Bihar,"AIIMS, Patna",TRAUMASURG&CC (6 YRS),AIIMS-Inst. Pref,UR-AIIMS-IP
1,2254,Uttarakhand,"AIIMS, Rishikesh",DERMATOLOGY,AIIMS-All India,ST
1,2259,Delhi,"AIIMS, Delhi",PSYCHIATRY,AIIMS-All India,UR-PwD
1,2266,Delhi,"AIIMS, Delhi",ANAESTHESIOLOGY,AIIMS-All India,SC
1,2279,Assam,"AIIMS, Guwahati",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,UR
1,2283,Delhi,"AIIMS, Delhi",PATHOLOGY,AIIMS-All India,OBC
1,2288,Uttar Pradesh,"AIIMS, Rai Bareli",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2289,West Bengal,"AIIMS, Kalyani",GENERAL SURGERY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2292,West Bengal,"AIIMS, Kalyani",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2304,West Bengal,"AIIMS, Kalyani",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2305,Delhi,"AIIMS, Delhi",PHYSIOLOGY,AIIMS-All India,OBC
1,2312,Chandigarh,"PGIMER, Chandigarh",PATHOLOGY,PGIMER-All India,OBC
1,2325,Delhi,"AIIMS, Delhi",BIOCHEMISTRY,AIIMS-All India,UR
1,2329,Rajasthan,"AIIMS, Jodhpur",PMR,AIIMS-All India,EWS
1,2364,Assam,"AIIMS, Guwahati",PSYCHIATRY,AIIMS-All India,OBC
1,2372,Bihar,"AIIMS, Patna",GENERAL SURGERY,AIIMS-All India,SC
1,2394,Chhattisgarh,"AIIMS, Raipur",COMMUNITY MEDICINE,AIIMS-All India,UR
1,2402,Madhya Pradesh,"AIIMS, Bhopal",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2408,Chandigarh,"PGIMER, Chandigarh",PSYCHIATRY,PGIMER-All India,SC
1,2416,Delhi,"AIIMS, Delhi",COMMUNITY MEDICINE,AIIMS-All India,OBC
1,2428,Gujarat,"AIIMS, Rajkot",FAMILY MEDICINE,AIIMS-All India,OBC
1,2429,Jharkhand,"AIIMS, Deoghar",OBG,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2430,Bihar,"AIIMS, Patna",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2431,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",RADIO DIAGNOSIS,AIIMS-All India,ST
1,2432,Gujarat,"AIIMS, Rajkot",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,UR
1,2437,Rajasthan,"AIIMS, Jodhpur",MICROBIOLOGY,AIIMS-All India,UR
1,2438,Delhi,"AIIMS, Delhi",BIOPHYSICS,AIIMS-All India,EWS
1,2453,Delhi,"AIIMS, Delhi",EMERGENCY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2457,Delhi,"AIIMS, Delhi",RADIATION ONCOLOGY,AIIMS-All India,ST
1,2469,Bihar,"AIIMS, Patna",TRAUMASURG&CC (6 YRS),AIIMS-Inst. Pref,UR-AIIMS-IP
1,2470,Madhya Pradesh,"AIIMS, Bhopal",PSYCHIATRY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2484,Jharkhand,"AIIMS, Deoghar",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2495,Odisha,"AIIMS, Bhubaneswar",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2498,Uttar Pradesh,"AIIMS, Gorakhpur",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2511,Bihar,"AIIMS, Patna",EMERGENCY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2514,West Bengal,"AIIMS, Kalyani",PHYSIOLOGY,AIIMS-All India,UR
1,2517,Delhi,"AIIMS, Delhi",ENT,AIIMS-All India,SC
1,2520,Chandigarh,"PGIMER, Chandigarh",OPHTHALMOLOGY,PGIMER-All India,SC
1,2521,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2529,Chhattisgarh,"AIIMS, Raipur",EMERGENCY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2534,Jharkhand,"AIIMS, Deoghar",PAEDIATRICS,AIIMS-All India,SC
1,2537,Gujarat,"AIIMS, Rajkot",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2545,Chhattisgarh,"AIIMS, Raipur",ORTHOPAEDICS,AIIMS-All India,SC
1,2548,Chandigarh,"PGIMER, Chandigarh",OBG,PGIMER-All India,SC
1,2549,Uttar Pradesh,"AIIMS, Rai Bareli",COMMUNITY MEDICINE,AIIMS-All India,UR
1,2555,Bihar,"AIIMS, Patna",GENERAL MEDICINE,AIIMS-All India,ST
1,2559,Assam,"AIIMS, Guwahati",IHBT,AIIMS-All India,UR
1,2560,Maharashtra,"AIIMS, Nagpur",PAEDIATRIC SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2564,Delhi,"AIIMS, Delhi",ANAESTHESIOLOGY,AIIMS-All India,ST
1,2594,Punjab,"AIIMS, Bathinda",ANAESTHESIOLOGY,AIIMS-All India,EWS
1,2603,Punjab,"AIIMS, Bathinda",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2617,Punjab,"AIIMS, Bathinda",GENERAL SURGERY,AIIMS-All India,SC
1,2624,Uttarakhand,"AIIMS, Rishikesh",ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2628,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",GENERAL SURGERY,AIIMS-All India,SC
1,2630,Uttar Pradesh,"AIIMS, Gorakhpur",PAEDIATRICS,AIIMS-All India,SC
1,2637,West Bengal,"AIIMS, Kalyani",PSYCHIATRY,AIIMS-All India,OBC
1,2640,Gujarat,"AIIMS, Rajkot",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2659,Odisha,"AIIMS, Bhubaneswar",EMERGENCY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2660,Uttarakhand,"AIIMS, Rishikesh",OBG,AIIMS-All India,SC
1,2686,Jammu and Kashmir,"AIIMS, Jammu",IHBT,AIIMS-All India,UR
1,2688,Jammu and Kashmir,"AIIMS, Jammu",ANAESTHESIOLOGY,AIIMS-All India,OBC
1,2696,Punjab,"AIIMS, Bathinda",CARDIO THORACIC AND VASCULAR SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2715,Delhi,"AIIMS, Delhi",PATHOLOGY,AIIMS-All India,OBC
1,2717,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,NIMHANS-All India,SC
1,2723,Bihar,"AIIMS, Patna",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2725,Odisha,"AIIMS, Bhubaneswar",DERMATOLOGY,AIIMS-All India,ST
1,2734,Uttarakhand,"AIIMS, Rishikesh",FORENSIC MEDICINE,AIIMS-All India,UR
1,2745,Delhi,"AIIMS, Delhi",ANAESTHESIOLOGY,AIIMS-All India,SC
1,2747,Delhi,"AIIMS, Delhi",COMMUNITY MEDICINE,AIIMS-All India,EWS
1,2757,Chhattisgarh,"AIIMS, Raipur",ANAESTHESIOLOGY,AIIMS-All India,EWS
1,2758,Chandigarh,"PGIMER, Chandigarh",PATHOLOGY,PGIMER-All India,OBC
1,2759,Pondicherry,"JIPMER, Puducherry",IHBT,JIMPER-Inst. Pref,INST (JIPMER)
1,2760,Chandigarh,"PGIMER, Chandigarh",PATHOLOGY,PGIMER-All India,OBC
1,2766,Delhi,"AIIMS, Delhi",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2767,Pondicherry,"JIPMER, Puducherry",OPHTHALMOLOGY,JIPMER-All India,SC
1,2780,Odisha,"AIIMS, Bhubaneswar",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2814,West Bengal,"AIIMS, Kalyani",ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2815,West Bengal,"AIIMS, Kalyani",ANAESTHESIOLOGY,AIIMS-All India,EWS
1,2816,Chhattisgarh,"AIIMS, Raipur",OBG,AIIMS-All India,SC
1,2817,Pondicherry,"JIPMER, Puducherry",PSYCHIATRY,JIPMER-All India,SC
1,2832,Assam,"AIIMS, Guwahati",GENERAL SURGERY,AIIMS-All India,SC
1,2834,Odisha,"AIIMS, Bhubaneswar",PATHOLOGY,AIIMS-All India,OBC
1,2836,Telangana,"AIIMS, Bibinagar",ORTHOPAEDICS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2843,Andhra Pradesh,"AIIMS, Mangalagiri",FAMILY MEDICINE,AIIMS-All India,OBC
1,2850,Uttar Pradesh,"AIIMS, Gorakhpur",ANAESTHESIOLOGY,AIIMS-All India,EWS
1,2854,Odisha,"AIIMS, Bhubaneswar",ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2857,Telangana,"AIIMS, Bibinagar",GENERAL MEDICINE,AIIMS-All India,ST
1,2885,Odisha,"AIIMS, Bhubaneswar",ANAESTHESIOLOGY,AIIMS-All India,SC
1,2887,Pondicherry,"JIPMER, Puducherry",IHBT,JIMPER-Inst. Pref,INST (JIPMER)
1,2895,Uttarakhand,"AIIMS, Rishikesh",PATHOLOGY,AIIMS-All India,OBC
1,2910,Chandigarh,"PGIMER, Chandigarh",GENERAL SURGERY,PGIMER-Rural,UR-RA
1,2911,Andhra Pradesh,"AIIMS, Mangalagiri",HOSPITAL ADMINISTRATION,AIIMS-All India,UR
1,2920,Uttarakhand,"AIIMS, Rishikesh",ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2924,Chandigarh,"PGIMER, Chandigarh",ENT,PGIMER-All India,SC
1,2940,Pondicherry,"JIPMER, Puducherry",PHARMACOLOGY,JIPMER-All India,OBC
1,2941,Pondicherry,"JIPMER, Puducherry",PHARMACOLOGY,JIPMER-All India,OBC
1,2944,Pondicherry,"JIPMER, Puducherry",FORENSIC MEDICINE,JIPMER-All India,OBC
1,2954,Maharashtra,"AIIMS, Nagpur",ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
1,2963,Pondicherry,"JIPMER, Puducherry",DERMATOLOGY,JIPMER-All India,ST
1,2980,Delhi,"AIIMS, Delhi",COMMUNITY MEDICINE,AIIMS-All India,OBC
1,2989,Uttar Pradesh,"AIIMS, Rai Bareli",FORENSIC MEDICINE,AIIMS-All India,UR
1,2996,Gujarat,"AIIMS, Rajkot",ANAESTHESIOLOGY,AIIMS-All India,EWS
1,2997,Rajasthan,"AIIMS, Jodhpur",IHBT,AIIMS-All India,OBC
1,3000,Maharashtra,"AIIMS, Nagpur",PHARMACOLOGY,AIIMS-All India,OBC
1,3005,Uttarakhand,"AIIMS, Rishikesh",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3007,Chandigarh,"PGIMER, Chandigarh",PAEDIATRICS,PGIMER-All India,ST
1,3014,Jammu and Kashmir,"AIIMS, Jammu",ANAESTHESIOLOGY,AIIMS-All India,EWS
1,3056,Rajasthan,"AIIMS, Jodhpur",ORTHOPAEDICS,AIIMS-All India,SC
1,3065,Uttarakhand,"AIIMS, Rishikesh",COMMUNITY MEDICINE,AIIMS-All India,SC
1,3075,Uttarakhand,"AIIMS, Rishikesh",NUCLEAR MEDICINE,AIIMS-All India,ST
1,3077,Chandigarh,"PGIMER, Chandigarh",IHBT,PGIMER-All India,OBC
1,3089,Rajasthan,"AIIMS, Jodhpur",PSYCHIATRY,AIIMS-All India,SC
1,3092,Bihar,"AIIMS, Patna",OBG,AIIMS-All India,SC
1,3097,Maharashtra,"AIIMS, Nagpur",PAEDIATRIC SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3116,Uttar Pradesh,"AIIMS, Rai Bareli",COMMUNITY MEDICINE,AIIMS-All India,UR
1,3119,Delhi,"AIIMS, Delhi",PATHOLOGY,AIIMS-All India,EWS
1,3125,Pondicherry,"JIPMER, Puducherry",COMMUNITY MEDICINE,JIMPER-Inst. Pref,INST (JIPMER)
1,3126,Madhya Pradesh,"AIIMS, Bhopal",PATHOLOGY,AIIMS-All India,OBC
1,3130,Punjab,"AIIMS, Bathinda",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,OBC
1,3133,Jharkhand,"AIIMS, Deoghar",PHARMACOLOGY,AIIMS-All India,UR
1,3143,Punjab,"AIIMS, Bathinda",GENERAL MEDICINE,AIIMS-All India,ST
1,3156,Delhi,"AIIMS, Delhi",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3183,Andhra Pradesh,"AIIMS, Mangalagiri",PMR,AIIMS-All India,OBC
1,3200,Bihar,"AIIMS, Patna",PHARMACOLOGY,AIIMS-All India,UR
1,3204,Gujarat,"AIIMS, Rajkot",PHARMACOLOGY,AIIMS-All India,UR
1,3206,Uttarakhand,"AIIMS, Rishikesh",ANAESTHESIOLOGY,AIIMS-All India,SC
1,3261,Chhattisgarh,"AIIMS, Raipur",NUCLEAR MEDICINE,AIIMS-All India,ST
1,3267,Maharashtra,"AIIMS, Nagpur",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3270,Uttar Pradesh,"AIIMS, Rai Bareli",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3273,Uttarakhand,"AIIMS, Rishikesh",PATHOLOGY,AIIMS-All India,OBC
1,3275,Delhi,"AIIMS, Delhi",BIOCHEMISTRY,AIIMS-All India,UR
1,3277,Karnataka,"NIMHANS, Bangalore",PSYCHIATRY,NIMHANS-All India,ST
1,3289,Madhya Pradesh,"AIIMS, Bhopal",ANATOMY,AIIMS-All India,UR
1,3290,Delhi,"AIIMS, Delhi",HOSPITAL ADMINISTRATION,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3291,Uttarakhand,"AIIMS, Rishikesh",PHARMACOLOGY,AIIMS-All India,UR
1,3296,West Bengal,"AIIMS, Kalyani",GENERAL MEDICINE,AIIMS-All India,ST
1,3311,Maharashtra,"AIIMS, Nagpur",PATHOLOGY,AIIMS-All India,EWS
1,3326,Uttarakhand,"AIIMS, Rishikesh",TRAUMASURG&CC (6 YRS),AIIMS-Inst. Pref,UR-AIIMS-IP
1,3332,Odisha,"AIIMS, Bhubaneswar",COMMUNITY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3336,Rajasthan,"AIIMS, Jodhpur",PATHOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3362,Chhattisgarh,"AIIMS, Raipur",FORENSIC MEDICINE,AIIMS-All India,UR
1,3365,Uttarakhand,"AIIMS, Rishikesh",PMR,AIIMS-All India,OBC
1,3366,Delhi,"AIIMS, Delhi",COMMUNITY MEDICINE,AIIMS-All India,OBC
1,3370,Odisha,"AIIMS, Bhubaneswar",COMMUNITY MEDICINE,AIIMS-All India,EWS
1,3373,Uttarakhand,"AIIMS, Rishikesh",COMMUNITY MEDICINE,AIIMS-All India,OBC
1,3374,Pondicherry,"JIPMER, Puducherry",ENT,JIPMER-All India,SC
1,3382,Maharashtra,"AIIMS, Nagpur",OBG,AIIMS-All India,SC
1,3383,Chhattisgarh,"AIIMS, Raipur",PATHOLOGY,AIIMS-All India,OBC
1,3401,Chandigarh,"PGIMER, Chandigarh",ANAESTHESIOLOGY,PGIMER-All India,SC
1,3402,Punjab,"AIIMS, Bathinda",OBG,AIIMS-All India,SC
1,3418,Pondicherry,"JIPMER, Puducherry",PHYSIOLOGY,JIPMER-All India,OBC
1,3430,Delhi,"AIIMS, Delhi",MICROBIOLOGY,AIIMS-All India,OBC
1,3449,Maharashtra,"AIIMS, Nagpur",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3459,Andhra Pradesh,"AIIMS, Mangalagiri",PATHOLOGY,AIIMS-All India,OBC
1,3460,Uttar Pradesh,"AIIMS, Rai Bareli",ENT,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3461,Pondicherry,"JIPMER, Puducherry",ANAESTHESIOLOGY,JIPMER-All India,SC
1,3462,Delhi,"AIIMS, Delhi",ANAESTHESIOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3464,Chandigarh,"PGIMER, Chandigarh",PATHOLOGY,PGIMER-Rural,UR-RA
1,3472,Uttar Pradesh,"AIIMS, Rai Bareli",OBG,AIIMS-All India,SC
1,3493,Jharkhand,"AIIMS, Deoghar",ANATOMY,AIIMS-All India,OBC
1,3503,Punjab,"AIIMS, Bathinda",PHARMACOLOGY,AIIMS-All India,UR
1,3531,Rajasthan,"AIIMS, Jodhpur",OPHTHALMOLOGY,AIIMS-All India,SC
1,3541,Assam,"AIIMS, Guwahati",PHARMACOLOGY,AIIMS-All India,UR
1,3547,Bihar,"AIIMS, Patna",MICROBIOLOGY,AIIMS-All India,UR
1,3573,Punjab,"AIIMS, Bathinda",PATHOLOGY,AIIMS-All India,OBC
1,3591,Telangana,"AIIMS, Bibinagar",PAEDIATRIC SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3611,Delhi,"AIIMS, Delhi",GERIATRICS,AIIMS-All India,SC
1,3617,Andhra Pradesh,"AIIMS, Mangalagiri",IHBT,AIIMS-All India,OBC
1,3627,Madhya Pradesh,"AIIMS, Bhopal",COMMUNITY MEDICINE,AIIMS-All India,OBC
1,3645,Assam,"AIIMS, Guwahati",PHARMACOLOGY,AIIMS-All India,UR
1,3646,Uttarakhand,"AIIMS, Rishikesh",OPHTHALMOLOGY,AIIMS-All India,SC
1,3666,Uttarakhand,"AIIMS, Rishikesh",PAEDIATRIC SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3703,Uttarakhand,"AIIMS, Rishikesh",PAEDIATRIC SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3710,Chandigarh,"PGIMER, Chandigarh",ANAESTHESIOLOGY,PGIMER-All India,SC
1,3717,West Bengal,"AIIMS, Kalyani",FORENSIC MEDICINE,AIIMS-All India,UR
1,3758,Uttarakhand,"AIIMS, Rishikesh",PATHOLOGY,AIIMS-All India,OBC
1,3765,Odisha,"AIIMS, Bhubaneswar",COMMUNITY MEDICINE,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3774,Andhra Pradesh,"AIIMS, Mangalagiri",ORTHOPAEDICS,AIIMS-All India,ST
1,3775,Chandigarh,"PGIMER, Chandigarh",GENERAL SURGERY,PGIMER-All India,ST
1,3785,Rajasthan,"AIIMS, Jodhpur",COMMUNITY MEDICINE,AIIMS-All India,OBC
1,3828,Andhra Pradesh,"AIIMS, Mangalagiri",EMERGENCY MEDICINE,AIIMS-All India,SC
1,3850,Telangana,"AIIMS, Bibinagar",PATHOLOGY,AIIMS-All India,OBC
1,3851,Madhya Pradesh,"AIIMS, Bhopal",ORTHOPAEDICS,AIIMS-All India,SC
1,3871,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",COMMUNITY & FAMILY MEDICINE,AIIMS-All India,EWS
1,3876,Odisha,"AIIMS, Bhubaneswar",EMERGENCY MEDICINE,AIIMS-All India,SC
1,3877,Jharkhand,"AIIMS, Deoghar",GENERAL SURGERY,AIIMS-All India,SC
1,3906,Delhi,"AIIMS, Delhi",LAB MEDICINE,AIIMS-All India,OBC
1,3910,Maharashtra,"AIIMS, Nagpur",ORTHOPAEDICS,AIIMS-All India,SC
1,3914,Chhattisgarh,"AIIMS, Raipur",PATHOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,3917,Gujarat,"AIIMS, Rajkot",FORENSIC MEDICINE,AIIMS-All India,UR
1,3920,Delhi,"AIIMS, Delhi",OBG,AIIMS-All India,ST
1,3923,Chandigarh,"PGIMER, Chandigarh",BIOCHEMISTRY,PGIMER-All India,UR
1,3932,Uttar Pradesh,"AIIMS, Gorakhpur",BIOCHEMISTRY,AIIMS-All India,UR
1,3949,Pondicherry,"JIPMER, Puducherry",PHYSIOLOGY,JIPMER-All India,UR
1,3957,Rajasthan,"AIIMS, Jodhpur",PATHOLOGY,AIIMS-All India,OBC
1,3958,Maharashtra,"AIIMS, Nagpur",MICROBIOLOGY,AIIMS-All India,UR
1,3971,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",FORENSIC MEDICINE,AIIMS-All India,UR
1,3972,Pondicherry,"JIPMER, Puducherry",RADIATION ONCOLOGY,JIPMER-All India,ST
1,3980,Delhi,"AIIMS, Delhi",BIOCHEMISTRY,AIIMS-All India,OBC
1,3990,Odisha,"AIIMS, Bhubaneswar",IHBT,AIIMS-All India,OBC
1,4001,Rajasthan,"AIIMS, Jodhpur",PAEDIATRICS,AIIMS-All India,ST
1,4005,Maharashtra,"AIIMS, Nagpur",IHBT,AIIMS-All India,OBC
1,4023,Delhi,"AIIMS, Delhi",MICROBIOLOGY,AIIMS-All India,OBC
1,4025,West Bengal,"AIIMS, Kalyani",MICROBIOLOGY,AIIMS-All India,UR
1,4039,Madhya Pradesh,"AIIMS, Bhopal",OPHTHALMOLOGY,AIIMS-All India,SC
1,4047,Andhra Pradesh,"AIIMS, Mangalagiri",IHBT,AIIMS-All India,EWS
1,4050,Assam,"AIIMS, Guwahati",PMR,AIIMS-All India,OBC
1,4073,Andhra Pradesh,"AIIMS, Mangalagiri",PHARMACOLOGY,AIIMS-All India,OBC
1,4085,Uttarakhand,"AIIMS, Rishikesh",IHBT,AIIMS-All India,OBC
1,4088,Madhya Pradesh,"AIIMS, Bhopal",PAEDIATRIC SURGERY 6 YRS,AIIMS-Inst. Pref,UR-AIIMS-IP
1,4095,Jharkhand,"AIIMS, Deoghar",MICROBIOLOGY,AIIMS-All India,UR
1,4106,Uttarakhand,"AIIMS, Rishikesh",EMERGENCY MEDICINE,AIIMS-All India,SC
1,4121,Delhi,"AIIMS, Delhi",PHARMACOLOGY,AIIMS-Inst. Pref,UR-AIIMS-IP
1,4125,Chandigarh,"PGIMER, Chandigarh",ANAESTHESIOLOGY,PGIMER-All India,SC
1,4132,Uttarakhand,"AIIMS, Rishikesh",ENT,AIIMS-All India,SC
1,4137,Pondicherry,"JIPMER, Puducherry",MICROBIOLOGY,JIMPER-Inst. Pref,INST (JIPMER)
1,4148,Jharkhand,"AIIMS, Deoghar",PMR,AIIMS-All India,OBC
1,4158,Pondicherry,"JIPMER, Puducherry",ANAESTHESIOLOGY,JIPMER-All India,SC
1,4160,Pondicherry,"JIPMER, Puducherry",PATHOLOGY,JIPMER-All India,SC
1,4163,Odisha,"AIIMS, Bhubaneswar",PATHOLOGY,AIIMS-All India,EWS
1,4178,Maharashtra,"AIIMS, Nagpur",PSYCHIATRY,AIIMS-All India,SC
1,4204,Maharashtra,"AIIMS, Nagpur",ANAESTHESIOLOGY,AIIMS-All India,SC
1,4208,Punjab,"AIIMS, Bathinda",ORTHOPAEDICS,AIIMS-All India,SC
1,4210,Punjab,"AIIMS, Bathinda",OPHTHALMOLOGY,AIIMS-All India,SC
1,4214,Odisha,"AIIMS, Bhubaneswar",OBG,AIIMS-All India,ST
1,4217,Punjab,"AIIMS, Bathinda",MICROBIOLOGY,AIIMS-All India,UR
1,4224,Himachal Pradesh,"AIIMS, Bilaspur, Himachal",MICROBIOLOGY,AIIMS-All India,UR
1,4249,Madhya Pradesh,"AIIMS, Bhopal",COMMUNITY MEDICINE,AIIMS-All India,OBC
1,4267,Delhi,"AIIMS, Delhi",COMMUNITY MEDICINE,AIIMS-All India,SC
1,4272,West Bengal,"AIIMS, Kalyani",ORTHOPAEDICS,AIIMS-All India,SC
1,4282,Chhattisgarh,"AIIMS, Raipur",OPHTHALMOLOGY,AIIMS-All India,SC
1,4284,Jammu and Kashmir,"AIIMS, Jammu",PHYSIOLOGY,AIIMS-All India,UR
