State,Institute,Course,Quota,Category,Fee,CR 2025 1,CR 2025 2,CR 2025 3,CR 2025 4
Telangana,"Star Hospital, Hyderabad",DNBCARDIOTHORACIC 6 YRS,DNB Post MBBS,GEN,"₹ 1,25,000",23605,28924,30035,-
Telangana,"NIMS Hospital, Hyderabad",DNBTBRD,DNB Post MBBS,SC,"₹ 1,25,000",29931,29931,30039,-
Karnataka,"Cauvery Heart Hosp, Mysore",DNBEMERGENCY MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",21819,27110,30041,32701
Tamil Nadu,"Rajah Muthiah, Annamalainagar",ANAESTHESIOLOGY,AIQ,EWS,"₹ 50,000",21729,29585,30043,-
Uttar Pradesh,"TejBahadurSapru Hosp,Allahabad",DCH(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",25747,30049,30049,-
Karnataka,"Manipal Hosp, Whitefield, BLR",DNBANAESTHESIOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",19477,26360,30050,-
Rajasthan,"SNMC, Jodhpur",ORTHOPAEDICS,AIQ,SC,"₹ 14,093",12673,24991,30065,-
Chhattisgarh,"Apex Superspec Hosp, Raigarh",DGO(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",28918,29450,30067,-
Uttar Pradesh,"MLN Med Coll, Allahabad",ANAESTHESIOLOGY,AIQ,OBC,"₹ 24,000",21149,24817,30069,-
Ladakh,"SNM Hospital, Leh, Ladakh",DNBORTHOPAEDICS,DNB Post MBBS,OBC,"₹ 1,25,000",-,30071,30071,-
Odisha,"MKCG, Berhampur",OBG,AIQ,ST,"₹ 35,000",30072,30072,30072,-
Maharashtra,"Fortis Hosp, Mulund, Mumbai",DNBORTHOPAEDICS,DNB Post MBBS,GEN,"₹ 1,25,000",22032,25968,30073,35489
Delhi,"VMMC, Delhi",ENT,IP,OBC,"₹ 15,000",29753,29753,30080,-
Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",ANAESTHESIOLOGY,AIQ,OBC,"₹ 11,000",21617,27191,30088,-
West Bengal,"SouthEastRailwayHosp,Kolkata",DCH(NBEMS),NBE Diploma,OBC,"₹ 1,25,000",25449,27554,30089,50796
Karnataka,"Indiana Hosp&Heart, Mangalore",DNBEMERGENCY MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",21170,24452,30098,35873
Uttar Pradesh,"Aanandlok Remedial,Gorakhpur",DNBGENERAL SURGERY,DNB Post MBBS,GEN,"₹ 1,25,000",20328,23895,30101,-
Haryana,"Kalpana Chawla GMC Hosp,Karnal",DTBCD(NBEMS),NBE Diploma,OBC,"₹ 1,25,000",30110,30110,30110,-
Manipur,"JNIMS, Imphal",ANAESTHESIOLOGY,AIQ,OBC,"₹ 50,000",-,27668,30115,-
Karnataka,"District Hospital, Dharwad",DMRD(NBEMS),NBE Diploma,SC,"₹ 1,25,000",-,-,30121,-
Maharashtra,"Endoworld Hospital, Aurangabad",DGO(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",23815,27452,30135,-
West Bengal,"Calcutta Med Res Inst,Kolkata",DTBCD(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",26600,30138,30138,-
Telangana,"Gandhi Med Coll, Secunderabad",PATHOLOGY,AIQ,GEN,"₹ 15,000",23410,30139,30139,-
Rajasthan,"SNMC, Jodhpur",FORENSIC MEDICINE,AIQ,GEN,"₹ 14,093",23319,30140,30140,-
Maharashtra,"BARC Hosp, Mumbai",DNBANAESTHESIOLOGY,DNB Post MBBS,EWS,"₹ 1,25,000",20189,28537,30155,-
Kerala,"Medical College, Trivandrum",FORENSIC MEDICINE,AIQ,GEN,"₹ 69,470",30160,30160,30160,-
Karnataka,"SDU Med Coll, Kolar",RADIO DIAGNOSIS,MNG,GEN,"₹ 39,00,000",23892,29626,30163,-
Jharkhand,"MGM Med Coll, Jamshedpur",PAEDIATRICS,AIQ,SC,"₹ 1,550",21968,29499,30168,42340
Sikkim,"SMIMS Hosp, Gangtok",DNBGENERAL SURGERY,DNB Post MBBS,GEN,"₹ 1,25,000",20688,23437,30177,-
Kerala,"Medical College, Trivandrum",OPHTHALMOLOGY,AIQ,SC,"₹ 69,470",20720,27182,30180,-
Kerala,"PRS Hospital, Trivandrum",DNBANAESTHESIOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",22516,25491,30184,-
Uttar Pradesh,"Ashirvad Multi Spec Hosp,Varanasi",DGO(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",28747,30191,30191,-
Uttar Pradesh,"Yashoda SS Hosp, Ghaziabad",DNBEMERGENCY MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",24184,28143,30192,-
Assam,"Health City Hospital, Guwahati",DNBRADIATION ONCOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",25500,27847,30194,-
Gujarat,"BJMC, Ahmedabad",ORTHOPAEDICS,AIQ,SC,"₹ 30,000",21659,27638,30195,42945
Madhya Pradesh,"Govt Med Coll, Ratlam",ANAESTHESIOLOGY,AIQ,OBC,"₹ 1,01,500",20637,25116,30196,-
Andhra Pradesh,"Area Hospital, Gudur",DGO(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",-,27372,30198,-
West Bengal,Calcutta National Med Coll,OPHTHALMOLOGY,AIQ,EWS,"₹ 12,000",19973,25402,30204,-
Uttar Pradesh,"Prakash Netra Kendr, Lucknow",DNBOPHTHALMOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",24819,30209,30209,-
Rajasthan,"Rajiv Gandhi Gen Hosp, Alwar",DCH(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",-,-,30210,-
Delhi,"Dr Baba Saheb Ambedkar, Delhi",DNBFAMILY MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",16193,21575,30211,-
Maharashtra,"Wockhardt Hosp, Central Mumbai",DNBANAESTHESIOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",25595,28964,30221,-
Uttar Pradesh,"SN Med Coll, Agra",OBG,AIQ,SC,"₹ 24,000",22492,27082,30232,-
Bihar,"Jayprabha Medanta SS Hosp,Patna",DNBEMERGENCY MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",26044,26044,30233,-
West Bengal,"Manipal Hospital,EM Bypass,Kolkata",DNBANAESTHESIOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",29988,30235,30235,-
Kerala,"Valluvanad Hosp, Ottapalam",DGO(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",28891,30238,30238,-
Kerala,"Rajagiri Hospital, Ernakulam",DNBPATHOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",30239,30239,30239,-
Punjab,"Govt Med Coll, Amritsar",GENERAL SURGERY,AIQ,SC,"₹ 1,25,000",17344,17344,30244,46457
Maharashtra,"KIMS-Kingsway Hospitals,Nagpur",DNBORTHOPAEDICS,DNB Post MBBS,GEN,"₹ 1,25,000",22443,26797,30249,-
Telangana,"Star Wom&ChildHosp, Karimnagar",DCH(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",25085,26834,30258,-
Tamil Nadu,"Madras Med Coll, Chennai",ANAESTHESIOLOGY,AIQ,SC,"₹ 50,000",13866,23256,30260,-
Maharashtra,"Govt Med Coll, Chandrapur",PAEDIATRICS,AIQ,SC,"₹ 1,57,100",-,22230,30267,-
Haryana,"ESIC Med Coll, Faridabad",PMR,AIQ,GEN,"₹ 2,50,000",23132,25038,30271,41612
Tamil Nadu,"Kauvery Hospital, Chennai",DNBANAESTHESIOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",24020,31501,30278,-
Jammu and Kashmir,"Sher-I-Kashmir, Bemina",DO(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",30282,30282,30282,-
Maharashtra,"Govt Med Coll, Nanded",PAEDIATRICS,AIQ,SC,"₹ 1,57,100",-,20566,30283,34593
Jammu and Kashmir,"Assoc Hosp Govt MC, Baramulla",DNBORTHOPAEDICS,DNB Post MBBS,OBC,"₹ 1,25,000",24263,24263,30289,-
Kerala,"District Hospital, Palakkad",DNBGENERAL MEDICINE,DNB Post MBBS,SC,"₹ 1,25,000",25971,20720,30291,-
Telangana,"Govt Med Coll, Nalgonda",ENT,AIQ,SC,"₹ 15,000",-,38167,30293,-
Maharashtra,"Manipal Hospital, Pune",DCH(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",-,25195,30300,-
Pondicherry,"IG GovtGenHosp&PGI,Pondicherry",DNBOPHTHALMOLOGY,DNB Post MBBS,OBC,"₹ 1,25,000",24289,24709,30308,32511
Tamil Nadu,"MIOT Hospital, Chennai",DNBCARDIOTHORACIC 6 YRS,DNB Post MBBS,GEN,"₹ 1,25,000",23847,27277,30309,36065
Karnataka,"VIMS, Bellary",ANAESTHESIOLOGY,AIQ,EWS,"₹ 1,23,400",16211,19639,30324,-
Rajasthan,"Alakh Nayan Ophthal, Udaipur",DNBOPHTHALMOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",20562,24755,30330,-
Jammu and Kashmir,"Govt Med Coll, Srinagar",PSYCHIATRY,AIQ,OBC,"₹ 32,500",-,22311,30334,-
West Bengal,"College of Med & SDH, Kolkata",TBRD,AIQ,SC,"₹ 12,000",21343,30337,30337,-
Punjab,"Guru Govind Singh, Faridkot",ENT,AIQ,OBC,"₹ 1,25,000",18057,21635,30347,-
Rajasthan,"JLN Govt Hosp, Nagaur",DCH(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",27456,30349,30349,-
Uttar Pradesh,"BRD Med Coll, Gorakhpur",ANAESTHESIOLOGY,AIQ,EWS,"₹ 24,000",-,-,30353,-
Madhya Pradesh,"Jabalpur Hosp & Res Center, MP",DGO(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",27149,27068,30357,-
Delhi,"Lady Hardinge, Delhi",FORENSIC MEDICINE,AIQ,GEN,"₹ 16,200",32022,40766,30359,-
Bihar,"Ruban Memorial Hosp, Patna",DNBANAESTHESIOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",29340,30360,30360,-
Tamil Nadu,"KAPV Med Coll, Trichy",ANAESTHESIOLOGY,AIQ,EWS,"₹ 50,000",-,-,30361,-
Tamil Nadu,"Arasan Eye Hospital, Erode",DNBOPHTHALMOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",21271,26428,30366,40066
Odisha,"Acharya Harihar Cancer,Cuttack",PATHOLOGY,AIQ,GEN,"₹ 35,000",28434,32461,30369,-
Madhya Pradesh,Bhopal Memorial Hosp & RC,ANAESTHESIOLOGY,AIQ,OBC,"₹ 1,27,420",20870,24895,30374,-
Uttar Pradesh,"Apollomedics SS Hosp, Lucknow",DNBANAESTHESIOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",25822,25822,30381,-
Andhra Pradesh,"SVIMS, Tirupati",OBG,AIQ,SC,"₹ 1,75,000",-,25399,30383,-
Assam,"Gauhati Med Coll, Guwahati",ANAESTHESIOLOGY,AIQ,OBC,"₹ 27,300",20351,28205,30387,-
Maharashtra,"Shri VR Naik Govt, Yavatmal",ANAESTHESIOLOGY,AIQ,EWS,"₹ 1,57,100",-,27764,30388,-
Tamil Nadu,"Dr Jeyasekharan Hosp,Nagercoil",DNBGENERAL SURGERY,DNB Post MBBS,GEN,"₹ 1,25,000",21748,25501,30391,-
Uttar Pradesh,"Felix Hospital, Noida",DNBORTHOPAEDICS,DNB Post MBBS,GEN,"₹ 1,25,000",25980,29537,30397,-
Tamil Nadu,"Govt HQ Hosp, Pollachi",DGO(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",25561,22242,30402,33908
Delhi,"Max SS Hosp,ShalimarBagh,Delhi",DNBORTHOPAEDICS,DNB Post MBBS,GEN,"₹ 1,25,000",19941,22134,30403,33429
Karnataka,"Kasturba Med Coll, Mangalore",PAEDIATRICS,MNG,GEN,"₹ 28,70,000",19237,24638,30405,27351
Rajasthan,"JLNMC, Ajmer",GENERAL SURGERY,AIQ,SC,"₹ 14,093",28659,30412,30412,-
Haryana,"Civil Hospital, Rohtak",DCH(NBEMS),NBE Diploma,EWS,"₹ 1,25,000",28339,28339,30414,-
Uttar Pradesh,"SN Med Coll, Agra",DORTHO,AIQ,OBC,"₹ 24,000",22081,29429,30416,-
Odisha,"SCB, Cuttack",ANAESTHESIOLOGY,AIQ,ST,"₹ 35,000",49780,30417,30417,-
Haryana,"Artemis Health Inst, Gurgaon",DNBORTHOPAEDICS,DNB Post MBBS,GEN,"₹ 1,25,000",23073,26183,30426,-
Haryana,"BPS Med Coll, Sonepat",DO(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",27919,24246,30433,-
Maharashtra,"Khan Bahadur Bhabha Hosp,Mumbai",DNBANAESTHESIOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",24007,28460,30441,-
Andhra Pradesh,"SV Med Coll, Tirupati",PATHOLOGY,AIQ,GEN,"₹ 30,000",31856,36030,30450,-
Karnataka,"General Hospital, Tiptur, Kar",DCH(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",22265,30454,30454,-
West Bengal,Burdwan Medical College,ANAESTHESIOLOGY,AIQ,OBC,"₹ 12,000",23821,30347,30455,-
Andhra Pradesh,"ACSR Medical College, Nellore",OBG,AIQ,SC,"₹ 30,000",22215,26638,30458,-
Madhya Pradesh,"MGM Med Coll, Indore",GENERAL SURGERY,AIQ,SC,"₹ 1,01,500",22823,28364,30460,-
Telangana,"Citizen Spec Hosp, Hyderabad",DNBEMERGENCY MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",20281,25064,30462,-
Goa,"Healthway Hosp, Old Goa, Goa",DNBANAESTHESIOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",27630,30488,30488,-
West Bengal,"Manipal Hosp,Mukundapur,Kolkata",DNBORTHOPAEDICS,DNB Post MBBS,GEN,"₹ 1,25,000",26198,29002,30500,39961
Karnataka,"Kasturba Med Coll, Mangalore",ENT,MNG,GEN,"₹ 26,50,000",28228,30506,30506,-
Telangana,"District Hospital, Gollaguda",DNBANAESTHESIOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",27826,30202,30513,35261
Uttar Pradesh,"Pushpanjali Hosp & RC, Agra, UP",DGO(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",28960,28960,30515,-
Madhya Pradesh,"District Hospital, Ratlam, MP",DGO(NBEMS),NBE Diploma,OBC,"₹ 1,25,000",24198,30520,30520,-
Rajasthan,"RUHS, Jaipur",PAEDIATRICS,AIQ,ST,"₹ 89,489",-,29625,30523,-
Tamil Nadu,"Madras Med Coll, Chennai",PSYCHIATRY,AIQ,SC,"₹ 50,000",29205,30534,30534,-
Uttar Pradesh,"Auton. State Med Coll, Amethi",DCH(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",-,26256,30549,-
Pondicherry,"IG GovtGenHosp&PGI,Pondicherry",DNBFAMILY MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",27425,32815,30550,-
Kerala,"Govt Med Coll, Kottayam",ANAESTHESIOLOGY,AIQ,SC,"₹ 69,470",25360,30552,30552,-
Rajasthan,"Govt Med Coll, Kota",ANAESTHESIOLOGY,AIQ,EWS,"₹ 14,093",21037,25935,30554,-
Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",GENERAL SURGERY,AIQ,SC,"₹ 30,000",25914,25914,30555,-
Uttar Pradesh,"LLRM Med Coll, Meerut",ANAESTHESIOLOGY,AIQ,OBC,"₹ 24,000",20268,25250,30557,-
Madhya Pradesh,"Unique SS Centre, Indore",DNBORTHOPAEDICS,DNB Post MBBS,GEN,"₹ 1,25,000",20908,27512,30562,36917
Maharashtra,"Topiwala, Mumbai",PATHOLOGY,AIQ,OBC,"₹ 1,57,100",23509,30567,30567,-
Punjab,"Civil Hospital,Malerkotla",DGO(NBEMS),NBE Diploma,OBC,"₹ 1,25,000",31670,32177,30569,-
Uttar Pradesh,"Dr RML IMS, Lucknow",PATHOLOGY,AIQ,OBC,"₹ 35,000",29932,30572,30572,-
Haryana,"General Hospital, Panchkula",DCH(NBEMS),NBE Diploma,OBC,"₹ 1,25,000",26963,26312,30574,44647
Goa,"Goa Med Coll, Panaji",SPM,AIQ,GEN,"₹ 1,22,522",17771,17771,30577,-
Jammu and Kashmir,"District Hospital, Pulwama, JK",DCH(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",21698,21698,30578,-
West Bengal,"Govt. Med College, Kolkata",DGO,AIQ,EWS,"₹ 12,000",-,-,30582,-
Rajasthan,"SNMC, Jodhpur",OBG,AIQ,SC,"₹ 14,093",22432,26249,30585,35337
Uttar Pradesh,"Shaik-ul-Hind, Saharanpur",ANAESTHESIOLOGY,AIQ,EWS,"₹ 24,000",23010,30588,30588,-
Karnataka,"ESI, Bangalore",SPM,AIQ,OBC,"₹ 2,50,000",44887,37890,30589,-
Delhi,"UCMS, Delhi",ANAESTHESIOLOGY,DU,ST,"₹ 47,220",46847,55563,30590,86740
Maharashtra,"Jupiter Hospital, Thane",DNBANAESTHESIOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",25288,27378,30591,-
Delhi,"ESI, Basaidarpur, Delhi",OBG,IP,OBC,"₹ 2,50,000",25821,26665,30593,39900
Delhi,"UCMS, Delhi",ANAESTHESIOLOGY,DU,OBC,"₹ 47,220",18404,23265,30596,-
Assam,"Down Town Hospital, Dispur",DNBORTHOPAEDICS,DNB Post MBBS,GEN,"₹ 1,25,000",24137,30606,30606,-
Uttar Pradesh,"IMS(BHU), Varanasi",ANAESTHESIOLOGY,AIQ,ST,"₹ 48,226",28778,39605,30619,-
Gujarat,"Mahavir Hospital, Surendranagar, Gujarat",DGO(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",19638,26213,30621,37503
Delhi,"Lady Hardinge, Delhi",ANAESTHESIOLOGY,DU,OBC,"₹ 16,200",16547,19399,30624,-
Uttar Pradesh,"Fortis Hospital, Noida",DNBEMERGENCY MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",18920,26032,30629,37445
Andhra Pradesh,"Apollo Hospital, Vizag",DNBANAESTHESIOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",26482,29938,30630,-
Punjab,"Mohandai Oswal Hosp, Ludhiana",DCH(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",26175,30634,30634,-
Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",ENT,AIQ,OBC,"₹ 1,01,500",-,20870,30642,-
Jharkhand,"Asarfi Hospital, Dhanbad",DGO(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",30644,30644,30644,-
Madhya Pradesh,"Govt Med Coll, Chhindwara",ANAESTHESIOLOGY,AIQ,EWS,"₹ 1,01,500",-,-,30645,44079
Kerala,"Govt of Med Sci, Pariyaram",TBRD,AIQ,SC,"₹ 69,470",-,24681,30646,49759
Delhi,"Lady Hardinge, Delhi",RADIO DIAGNOSIS,AIQ,GEN-PwD,"₹ 16,200",30649,30649,30649,-
Maharashtra,"Cardinal Gracias Hosp,Palghar",DNBEMERGENCY MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",20237,26413,30652,-
Punjab,"Arora Eye Hospital, Jalandhar",DNBOPHTHALMOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",22832,26760,30655,-
West Bengal,"ESI, Joka, Kolkata",OBG,AIQ,SC,"₹ 2,50,000",15936,30672,30672,-
Delhi,"Max SS Hosp,ShalimarBagh,Delhi",DNBANAESTHESIOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",22527,28314,30673,-
Maharashtra,"SRTT, Ambajogai",PAEDIATRICS,AIQ,SC,"₹ 1,57,100",18988,24271,30675,-
Jharkhand,"Bokaro General Hosp, Bokaro",DNBGENERAL MEDICINE,DNB Post MBBS,SC,"₹ 1,25,000",24991,26733,30678,-
Bihar,"ESIC MC & Hosp Bihta, Patna",DNBFAMILY MEDICINE,DNB Post MBBS,OBC,"₹ 1,25,000",30681,30681,30681,-
Rajasthan,"SMS, Jaipur",PMR,AIQ,GEN,"₹ 14,093",11980,20562,30687,-
Odisha,"Capital Hospital, Bhubaneswar",DCH(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",28584,28584,30695,-
Bihar,"SriKrishna MedColl,Muzaffarpur",DNBOPHTHALMOLOGY,DNB Post MBBS,OBC,"₹ 1,25,000",26874,30703,30703,-
Uttar Pradesh,"Autonomous State MC, Firozabad",DO(NBEMS),NBE Diploma,OBC,"₹ 1,25,000",30710,30710,30710,-
Uttar Pradesh,"Balrampur Hospital, Lucknow",DCH(NBEMS),NBE Diploma,EWS,"₹ 1,25,000",23633,29817,30712,43355
Rajasthan,"Narayana MultiSpec Hosp,Jaipur",DNBANAESTHESIOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",28608,28608,30723,-
Telangana,"Yashoda HealthCareServ,Somajiguda,HYD",DTBCD(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",22109,27680,30728,-
Chhattisgarh,"Pt JNM Med Coll, Raipur",OPHTHALMOLOGY,AIQ,EWS,"₹ 20,000",19011,25581,30734,-
Uttar Pradesh,"Yashoda SS Hosp,Ghaziabad",DNBORTHOPAEDICS,DNB Post MBBS,GEN,"₹ 1,25,000",22478,26721,30742,-
West Bengal,"Manipal Hospital,EM Bypass,Kolkata",DNBEMERGENCY MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",22894,24115,30753,39575
Rajasthan,"General Hospital, Karauli",DCH(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",28993,30755,30755,-
Pondicherry,"IG GovtGenHosp&PGI,Pondicherry",DNBANAESTHESIOLOGY,DNB Post MBBS,OBC,"₹ 1,25,000",23116,26158,30759,-
Karnataka,"Hassan IMS, Hassan",OPHTHALMOLOGY,AIQ,SC,"₹ 1,23,400",27799,30761,30761,-
Maharashtra,"BJMC, Pune",OPHTHALMOLOGY,AIQ,SC,"₹ 1,57,100",18623,27150,30762,-
Kerala,"SP Fort Hospital, Trivandrum",DNBORTHOPAEDICS,DNB Post MBBS,GEN,"₹ 1,25,000",27257,30763,30763,-
Maharashtra,"Lokmanya Tilak, Sion, Mumbai",PATHOLOGY,AIQ,GEN,"₹ 1,57,100",20048,27613,30773,-
Delhi,"MAMC, Delhi",PATHOLOGY,AIQ,ST,"₹ 16,200",-,-,30794,-
Telangana,"AIG Hospital, Hyderabad",DNBORTHOPAEDICS,DNB Post MBBS,GEN,"₹ 1,25,000",20461,25214,30796,-
Jammu and Kashmir,"Govt Med Coll, Srinagar",PAEDIATRICS,AIQ,SC,"₹ 32,500",19356,25539,30801,-
Chhattisgarh,"District Hospital, Surajpur",DGO(NBEMS),NBE Diploma,OBC,"₹ 1,25,000",28934,30805,30805,-
Maharashtra,"Govt Med Coll, Latur",GENERAL SURGERY,AIQ,SC,"₹ 1,57,100",27229,30807,30807,-
Tamil Nadu,"Kovai MedicalCentre,Coimbatore",DNBORTHOPAEDICS,DNB Post MBBS,GEN,"₹ 1,25,000",22000,26943,30809,-
Uttar Pradesh,"Yatharth SS, Omega 1,GreatrNoida",DNBANAESTHESIOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",26984,30810,30810,-
Uttarakhand,"Doon Med Coll, Dehradun",OBG,AIQ,SC,"₹ 60,000",23154,30232,30811,40651
Kerala,"JyothisEyeCare,Pallikunnu,Kannur",DNBOPHTHALMOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",-,25749,30812,-
Karnataka,"St Johns Med Coll, Bangalore",DNBPALLIATIVE MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",27458,30817,30817,-
Tamil Nadu,"Meenakshi Mission Hosp,Madurai",DNBORTHOPAEDICS,DNB Post MBBS,GEN,"₹ 1,25,000",23537,28962,30818,-
Uttarakhand,"Govt Med Coll, Haldwani",ENT,AIQ,OBC,"₹ 60,000",21242,22694,30821,-
Tamil Nadu,Coimbatore Med Coll,OBG,AIQ,SC,"₹ 50,000",19179,24105,30825,-
Telangana,"St Theresa's Hosp, Hyderabad",DNBANAESTHESIOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",28275,30831,30831,-
Tamil Nadu,"Madras Med Coll, Chennai",OPHTHALMOLOGY,AIQ,SC,"₹ 50,000",28077,28861,30835,-
Delhi,"ESIC Dental College, Rohini",DNBFAMILY MEDICINE,DNB Post MBBS,OBC,"₹ 1,25,000",-,30839,30839,-
Uttar Pradesh,"Govt Med Coll, Azamgarh",ENT,AIQ,EWS,"₹ 24,000",16090,20238,30846,-
Gujarat,"BJMC, Ahmedabad",PATHOLOGY,AIQ,GEN,"₹ 30,000",16614,23822,30852,-
Gujarat,"GMERS MedColl Hosp,Valsad",DMRD(NBEMS),NBE Diploma,ST,"₹ 1,25,000",33128,32827,30862,67478
Kerala,"Almadeena IMS, Malappuram",DNBORTHOPAEDICS,DNB Post MBBS,GEN,"₹ 1,25,000",27276,30863,30863,-
Maharashtra,"Suraj Eye Institute, Nagpur",DNBOPHTHALMOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",18046,25188,30870,47186
Bihar,"Sadar Hospital, Sitamarhi,Bihar",DGO(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",-,-,30873,-
Karnataka,"Raichur IMS, Raichur",ENT,AIQ,OBC,"₹ 1,23,400",-,20670,30874,-
Assam,"Gauhati Med Coll, Guwahati",OBG,AIQ,SC,"₹ 27,300",27064,30879,30879,-
Kerala,"Daya General Hosp, Thrissur",DNBANAESTHESIOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",21573,27373,30882,31319
Haryana,"QRG Medicare, Faridabad",DNBORTHOPAEDICS,DNB Post MBBS,GEN,"₹ 1,25,000",24102,24102,30884,-
Bihar,"Bhagwan Mahavir,Nalanda",DCH(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",26402,28246,30890,-
Telangana,"Yashoda Health Care Serv, Serilingampally",DTBCD(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",26597,29539,30903,-
Uttar Pradesh,"Auton. State Med Coll, Amethi",DCH(NBEMS),NBE Diploma,OBC,"₹ 1,25,000",-,30910,30910,-
Odisha,"SLN MedicalColl Koraput, Odisha",DCH(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",33750,30913,30913,-
West Bengal,"Healthworld Hospital, Durgapur",DNBGENERAL SURGERY,DNB Post MBBS,GEN,"₹ 1,25,000",21642,24936,30922,32404
Delhi,"VMMC, Delhi",SPM,AIQ,OBC,"₹ 15,000",32961,30928,30928,-
Rajasthan,"Magnus Hosp, Bhuwana, Udaipur",DGO(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",23231,30939,30939,-
Rajasthan,"Govt Med Coll Hosp, Dungarpur",DCH(NBEMS),NBE Diploma,OBC,"₹ 1,25,000",26738,29266,30942,-
Delhi,"Shri Balaji Action Med, Delhi",DNBANAESTHESIOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",23713,27681,30944,-
Delhi,"Dr Baba Saheb Ambedkar, Delhi",DNBENT,DNB Post MBBS,SC,"₹ 1,25,000",30949,30949,30949,-
Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",SPM,AIQ,GEN,"₹ 11,000",30952,30952,30952,-
Telangana,"Apollo Hosp,Jubilee Hills,Hyd",DNBCARDIOTHORACIC 6 YRS,DNB Post MBBS,GEN,"₹ 1,25,000",17938,24815,30953,-
Chandigarh,"GMC, Chandigarh",SPM,AIQ,EWS,"₹ 34,500",42170,30956,30956,-
Rajasthan,"JLNMC, Ajmer",OBG,AIQ,SC,"₹ 14,093",24612,24612,30961,35949
Tamil Nadu,"Dr Kamakshi Mem, Chennai",DGO(NBEMS),NBE Diploma,GEN,"₹ 1,25,000",30402,29590,30970,34656
