State,Institute,Course,Quota,Category,Fee,CR 2025 1,CR 2025 2,CR 2025 3,CR 2025 4
Gujarat,"Medical College, Baroda",GENERAL MEDICINE,AIQ,GEN,"₹ 30,000",625,871,897,-
Maharashtra,"Jaslok Hospital, Mumbai",DNBNUCLEAR MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",754,901,901,-
Assam,"Gauhati Med Coll, Guwahati",RADIO DIAGNOSIS,AIQ,SC,"₹ 27,300",902,902,902,-
Delhi,"VMMC, Delhi",GENERAL SURGERY,AIQ,EWS,"₹ 15,000",906,906,906,-
Karnataka,"Mandya IMS, Mandya",RADIO DIAGNOSIS,AIQ,GEN,"₹ 1,23,400",546,911,911,-
Karnataka,"KIMS, Hubli",GENERAL MEDICINE,AIQ,GEN,"₹ 1,23,400",327,723,912,-
Tamil Nadu,Tirunelveli Med Coll,GENERAL MEDICINE,AIQ,GEN,"₹ 50,000",947,913,913,-
West Bengal,"Govt. Med College, Kolkata",RADIO DIAGNOSIS,AIQ,GEN,"₹ 12,000",915,897,922,-
Karnataka,"Mysore Med Coll, Mysore",RADIO DIAGNOSIS,AIQ,EWS,"₹ 1,23,400",881,930,930,-
Telangana,"Gandhi Med Coll, Secunderabad",DERMATOLOGY,AIQ,OBC,"₹ 15,000",1753,2398,931,5220
Uttar Pradesh,"KGMU, Lucknow",RADIO DIAGNOSIS,AIQ,OBC,"₹ 54,700",596,938,938,-
Madhya Pradesh,"Gandhi Med Coll, Bhopal",RADIO DIAGNOSIS,AIQ,GEN,"₹ 1,01,500",578,787,946,-
Maharashtra,"Lokmanya Tilak, Sion, Mumbai",OBG,AIQ,GEN,"₹ 1,57,100",949,949,949,-
Haryana,"Pt BD Sharma, Rohtak",GENERAL MEDICINE,AIQ,GEN,"₹ 1,25,000",498,498,950,-
Kerala,"TD Med Coll, Allepey",GENERAL MEDICINE,AIQ,OBC,"₹ 69,470",560,889,955,-
Delhi,"VMMC, Delhi",ORTHOPAEDICS,AIQ,OBC,"₹ 15,000",956,956,956,-
Rajasthan,"RNT, Udaipur",GENERAL MEDICINE,AIQ,GEN,"₹ 14,093",609,946,960,-
West Bengal,"Govt. Med College, Kolkata",DERMATOLOGY,AIQ,SC,"₹ 12,000",971,971,971,-
Kerala,"Aster Medcity, Kochi",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"₹ 1,25,000",882,972,972,-
Andhra Pradesh,"Andhra Med Coll, Vizag",RADIO DIAGNOSIS,AIQ,EWS,"₹ 30,000",755,974,974,-
Maharashtra,"Lokmanya Tilak, Sion, Mumbai",GENERAL MEDICINE,AIQ,OBC,"₹ 1,57,100",904,979,979,-
Andhra Pradesh,"Andhra Med Coll, Vizag",GENERAL MEDICINE,AIQ,EWS,"₹ 30,000",982,982,982,-
Tamil Nadu,"Stanley Med Coll, Chennai",GENERAL MEDICINE,AIQ,OBC,"₹ 50,000",686,988,988,-
Delhi,"Lady Hardinge, Delhi",GENERAL SURGERY,AIQ,GEN,"₹ 16,200",732,989,989,-
Maharashtra,"Kokilaben Dhirubhai Ambani,MUM",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",963,993,993,-
Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,AIQ,SC,"₹ 51,000",721,721,994,-
Kerala,"Govt of Med Sci, Pariyaram",GENERAL MEDICINE,AIQ,GEN,"₹ 69,470",740,839,996,-
Maharashtra,"Govt Med Coll, Nagpur",GENERAL MEDICINE,AIQ,GEN,"₹ 1,57,100",538,997,997,-
Kerala,"Govt of Med Sci, Pariyaram",DERMATOLOGY,AIQ,OBC,"₹ 69,470",1003,1003,1003,-
Uttar Pradesh,"JNMC (AMU), Aligarh",GENERAL MEDICINE,AIQ,EWS,"₹ 54,700",1012,1012,1012,-
Chhattisgarh,"Pt JNM Med Coll, Raipur",RADIO DIAGNOSIS,AIQ,GEN,"₹ 20,000",1013,1013,1013,-
Tamil Nadu,"Madurai Med Coll, Madurai",RADIO DIAGNOSIS,AIQ,GEN,"₹ 50,000",606,1014,1014,-
Uttar Pradesh,"KGMU, Lucknow",GENERAL MEDICINE,AIQ,GEN,"₹ 54,700",488,995,1015,-
Tamil Nadu,"Madurai Med Coll, Madurai",RADIO DIAGNOSIS,AIQ,OBC,"₹ 50,000",635,1018,1018,-
Delhi,"MAMC, Delhi",OPHTHALMOLOGY,AIQ,GEN,"₹ 16,200",920,920,1023,-
Haryana,"Pt BD Sharma, Rohtak",DERMATOLOGY,AIQ,GEN,"₹ 1,25,000",549,549,1028,-
Uttar Pradesh,"MLN Med Coll, Allahabad",RADIO DIAGNOSIS,AIQ,OBC,"₹ 24,000",1029,1029,1029,-
Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,AIQ,SC,"₹ 51,000",1042,1042,1042,-
West Bengal,"Nilratan Sircar, Kolkata",GENERAL MEDICINE,AIQ,GEN,"₹ 12,000",1093,1093,1043,-
Rajasthan,"SP Med Coll, Bikaner",RADIO DIAGNOSIS,AIQ,OBC,"₹ 14,093",1063,1044,1044,-
Rajasthan,"RNT, Udaipur",DERMATOLOGY,AIQ,OBC,"₹ 14,093",1045,1045,1045,-
Rajasthan,"SMS, Jaipur",DERMATOLOGY,AIQ,EWS,"₹ 14,093",454,1051,1051,-
Rajasthan,"SMS, Jaipur",GENERAL MEDICINE,AIQ,EWS,"₹ 14,093",1054,1054,1054,-
Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",GENERAL MEDICINE,AIQ,GEN,"₹ 2,50,000",1062,1062,1062,-
Rajasthan,"RNT, Udaipur",RADIO DIAGNOSIS,AIQ,OBC,"₹ 14,093",1006,1063,1063,-
Maharashtra,"Seth GS, Mumbai",RADIO DIAGNOSIS,AIQ,ST,"₹ 1,57,100",1071,1071,1071,-
Telangana,"Osmania Med Coll, Hyderabad",RADIO DIAGNOSIS,AIQ,OBC,"₹ 15,000",830,919,1072,-
Telangana,"Gandhi Med Coll, Secunderabad",GENERAL MEDICINE,AIQ,EWS,"₹ 15,000",974,1074,1074,-
Delhi,"ESI, Basaidarpur, Delhi",GENERAL MEDICINE,AIQ,GEN,"₹ 2,50,000",690,1076,1076,-
Maharashtra,"Lokmanya Tilak, Sion, Mumbai",GENERAL MEDICINE,AIQ,EWS,"₹ 1,57,100",791,1081,1081,-
Tamil Nadu,"Stanley Med Coll, Chennai",GENERAL MEDICINE,AIQ,GEN,"₹ 50,000",602,853,1083,-
Uttar Pradesh,"Dr RML IMS, Lucknow",GENERAL MEDICINE,AIQ,GEN,"₹ 35,000",598,1087,1087,-
Meghalaya,"NEIGRIHMS, Shillong",DERMATOLOGY,AIQ,GEN,"₹ 16,300",922,1088,1088,-
Maharashtra,"Tata Memorial, Mumbai",RADIO DIAGNOSIS,AIQ,GEN,"₹ 1,05,500",486,861,1091,-
Maharashtra,"HBT & RN Cooper, Mumbai",GENERAL MEDICINE,AIQ,GEN,"₹ 1,57,100",431,733,1094,-
Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,DU,OBC,"₹ 16,200",1096,1096,1096,-
Kerala,"Govt Med Coll, Thrissur",DERMATOLOGY,AIQ,OBC,"₹ 69,470",1055,1097,1097,-
Maharashtra,"GovtMedColl,ChhatrapatiSambhajiNgr",RADIO DIAGNOSIS,AIQ,EWS,"₹ 1,57,100",639,1364,1098,-
Gujarat,"BJMC, Ahmedabad",RADIO DIAGNOSIS,AIQ,OBC,"₹ 30,000",744,1104,1104,-
Chandigarh,"GMC, Chandigarh",DERMATOLOGY,AIQ,GEN,"₹ 34,500",394,417,1105,-
Haryana,"ESIC Med Coll, Faridabad",GENERAL MEDICINE,AIQ,EWS,"₹ 2,50,000",1107,1107,1107,-
Telangana,"Osmania Med Coll, Hyderabad",GENERAL MEDICINE,AIQ,OBC,"₹ 15,000",715,932,1109,-
Gujarat,"MP Shah, Jamnagar",RADIO DIAGNOSIS,AIQ,OBC,"₹ 30,000",1123,1123,1123,-
West Bengal,"Chittaranjan CancerInst,Kolkata",RADIO DIAGNOSIS,AIQ,GEN,"₹ 12,000",1127,1127,1127,-
Karnataka,"Shri Atal Bihari Vajpayee, BLR",GENERAL MEDICINE,AIQ,GEN,"₹ 1,23,400",-,1132,1132,-
Andhra Pradesh,"SV Med Coll, Tirupati",RADIO DIAGNOSIS,AIQ,GEN,"₹ 30,000",887,976,1138,-
Karnataka,"Bangalore Med Coll, Bangalore",RADIO DIAGNOSIS,AIQ,OBC,"₹ 1,23,400",485,1140,1140,-
Punjab,"Govt Med Coll, Amritsar",RADIO DIAGNOSIS,AIQ,GEN,"₹ 1,25,000",747,841,1144,-
Bihar,"IGIMS, Patna",GENERAL MEDICINE,AIQ,OBC,"₹ 1,60,000",1145,1145,1145,-
Kerala,"TD Med Coll, Allepey",DERMATOLOGY,AIQ,GEN,"₹ 69,470",482,482,1151,-
Himachal Pradesh,"RPG, Tanda",RADIO DIAGNOSIS,AIQ,GEN,"₹ 24,000",1153,1153,1153,-
Himachal Pradesh,"IGMC, Shimla",RADIO DIAGNOSIS,AIQ,SC,"₹ 24,000",4263,4263,1154,-
Delhi,"IndianRailwayPGInst,New Delhi",GENERAL MEDICINE,DU,GEN,"₹ 16,200",-,1156,1156,-
Gujarat,"Medical College, Baroda",RADIO DIAGNOSIS,AIQ,GEN,"₹ 30,000",425,765,1161,4867
Maharashtra,"Seth GS, Mumbai",ORTHOPAEDICS,AIQ,GEN,"₹ 1,57,100",1167,1167,1167,-
Pondicherry,"IGMC & RI, Pondicherry",DERMATOLOGY,AIQ,OBC,"₹ 1,10,000",1170,1170,1170,-
Delhi,"ABVIMS (Dr RML Hosp), Delhi",PAEDIATRICS,AIQ,EWS,"₹ 51,000",1172,1172,1172,-
Haryana,"Pt BD Sharma, Rohtak",GENERAL MEDICINE,AIQ,OBC,"₹ 1,25,000",1077,1133,1176,-
Rajasthan,"Govt Med Coll, Kota",RADIO DIAGNOSIS,AIQ,OBC,"₹ 14,093",1044,1178,1178,-
Andhra Pradesh,"Kurnool Med Coll, Kurnool",GENERAL MEDICINE,AIQ,GEN,"₹ 30,000",990,1183,1183,-
Kerala,"Govt of Med Sci, Pariyaram",RADIO DIAGNOSIS,AIQ,OBC,"₹ 69,470",-,1191,1191,-
West Bengal,"RG Kar Med Coll, Kolkata",GENERAL MEDICINE,AIQ,GEN,"₹ 12,000",1159,1192,1192,-
Gujarat,"Govt Med Coll, Surat",DERMATOLOGY,AIQ,GEN,"₹ 30,000",1051,1194,1194,-
Delhi,"UCMS, Delhi",RADIO DIAGNOSIS,DU,GEN,"₹ 47,220",844,1196,1196,-
Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,AIQ,EWS,"₹ 50,000",1207,1207,1207,-
Maharashtra,"HBT & RN Cooper, Mumbai",GENERAL MEDICINE,AIQ,OBC,"₹ 1,57,100",1208,1208,1208,-
Karnataka,"Mysore Med Coll, Mysore",GENERAL MEDICINE,AIQ,EWS,"₹ 1,23,400",1081,1211,1211,-
Karnataka,"VIMS, Bellary",GENERAL MEDICINE,AIQ,GEN,"₹ 1,23,400",1021,1212,1212,-
Meghalaya,"NEIGRIHMS, Shillong",GENERAL MEDICINE,AIQ,GEN,"₹ 16,300",937,1213,1213,-
Delhi,"MAMC, Delhi",GENERAL SURGERY,AIQ,SC,"₹ 16,200",1214,1214,1214,-
Karnataka,"Mandya IMS, Mandya",DERMATOLOGY,AIQ,GEN,"₹ 1,23,400",1219,1219,1219,-
Madhya Pradesh,"MGM Med Coll, Indore",RADIO DIAGNOSIS,AIQ,GEN,"₹ 1,01,500",933,1144,1227,-
Maharashtra,"Deenanath Mangeshkar, Pune",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"₹ 1,25,000",1103,1232,1232,-
West Bengal,"Nilratan Sircar, Kolkata",DERMATOLOGY,AIQ,GEN,"₹ 12,000",1701,1701,1233,-
Punjab,"Govt Med Coll, Patiala",GENERAL MEDICINE,AIQ,GEN,"₹ 1,25,000",641,1724,1243,-
Maharashtra,"GovtMedColl,ChhatrapatiSambhajiNgr",RADIO DIAGNOSIS,AIQ,OBC,"₹ 1,57,100",865,1143,1244,-
Tamil Nadu,"Kilpauk Med Coll, Chennai",RADIO DIAGNOSIS,AIQ,GEN,"₹ 50,000",567,850,1254,-
Manipur,"RIMS, Imphal",RADIO DIAGNOSIS,AIQ,GEN,"₹ 5,000",1126,1126,1260,-
Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,IP,GEN,"₹ 51,000",1266,1266,1266,-
Delhi,"UCMS, Delhi",GENERAL MEDICINE,AIQ,OBC,"₹ 47,220",884,900,1267,-
Kerala,"Govt Med Coll, Manjeri",DERMATOLOGY,AIQ,OBC,"₹ 69,470",1097,1412,1273,-
Delhi,"MAMC, Delhi",GENERAL MEDICINE,DU,EWS,"₹ 16,200",1274,1274,1274,-
Delhi,"ABVIMS (Dr RML Hosp), Delhi",PAEDIATRICS,AIQ,GEN,"₹ 51,000",1007,1085,1282,-
Gujarat,"Medical College, Baroda",DERMATOLOGY,AIQ,GEN,"₹ 30,000",826,886,1286,-
Kerala,"Govt Med Coll, Thrissur",GENERAL MEDICINE,AIQ,OBC,"₹ 69,470",653,955,1287,-
Odisha,"SCB, Cuttack",GENERAL MEDICINE,AIQ,EWS,"₹ 35,000",1291,1291,1291,-
Uttar Pradesh,"SN Med Coll, Agra",RADIO DIAGNOSIS,AIQ,EWS,"₹ 24,000",-,1302,1302,-
Manipur,"RIMS, Imphal",GENERAL MEDICINE,AIQ,GEN,"₹ 5,000",1269,1307,1307,-
Uttar Pradesh,"IMS(BHU), Varanasi",GENERAL SURGERY,AIQ,GEN,"₹ 48,226",1221,1257,1310,-
Karnataka,"Hassan IMS, Hassan",RADIO DIAGNOSIS,AIQ,GEN,"₹ 1,23,400",550,1034,1312,-
Tamil Nadu,"Madras Med Coll, Chennai",DERMATOLOGY,AIQ,GEN,"₹ 50,000",878,1319,1319,2952
Maharashtra,"Lilavati Hospital, Mumbai",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"₹ 1,25,000",773,1261,1327,-
Delhi,"UCMS, Delhi",GENERAL SURGERY,AIQ,GEN,"₹ 47,220",456,1328,1328,-
Rajasthan,"SMS, Jaipur",GENERAL MEDICINE,AIQ,OBC,"₹ 14,093",1234,1275,1329,-
Maharashtra,"Grant Med Coll, Mumbai",GENERAL MEDICINE,AIQ,EWS,"₹ 1,57,100",1334,1334,1334,-
Assam,"Gauhati Med Coll, Guwahati",RADIO DIAGNOSIS,AIQ,GEN,"₹ 27,300",768,1336,1336,-
Tamil Nadu,Coimbatore Med Coll,RADIO DIAGNOSIS,AIQ,OBC,"₹ 50,000",656,1340,1340,-
Delhi,"Holy Family Hospital, Delhi",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"₹ 1,25,000",1196,1348,1348,-
Maharashtra,"PD Hinduja, Mumbai",DNBNUCLEAR MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",1403,1403,1351,-
Odisha,"SCB, Cuttack",RADIO DIAGNOSIS,AIQ,OBC,"₹ 35,000",1354,1354,1354,-
Goa,"Goa Med Coll, Panaji",RADIO DIAGNOSIS,AIQ,EWS,"₹ 1,22,522",1364,1867,1364,-
Andhra Pradesh,"Kurnool Med Coll, Kurnool",GENERAL MEDICINE,AIQ,EWS,"₹ 30,000",1376,1376,1376,-
Rajasthan,"JLNMC, Ajmer",RADIO DIAGNOSIS,AIQ,OBC,"₹ 14,093",1383,1383,1383,-
Himachal Pradesh,"IGMC, Shimla",RADIO DIAGNOSIS,AIQ,GEN,"₹ 24,000",841,1384,1384,-
Andhra Pradesh,"Guntur Med Coll, Guntur",GENERAL MEDICINE,AIQ,GEN,"₹ 30,000",1387,1387,1387,-
Uttar Pradesh,"KGMU, Lucknow",TRAUMATOLOGY AND SURGERY,AIQ,GEN,"₹ 54,700",1389,1389,1389,-
Uttar Pradesh,"MLB Med Coll, Jhansi",RADIO DIAGNOSIS,AIQ,GEN,"₹ 24,000",673,1390,1390,-
Delhi,"Max SS Hosp, Saket, Delhi",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"₹ 1,25,000",946,1394,1394,-
Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,DU,OBC,"₹ 16,200",1399,1399,1399,-
Karnataka,"KIMS, Hubli",GENERAL MEDICINE,AIQ,EWS,"₹ 1,23,400",856,1402,1402,-
Rajasthan,"SP Med Coll, Bikaner",GENERAL MEDICINE,AIQ,GEN,"₹ 14,093",1235,1407,1407,-
Delhi,"St Stephen's Hospital, Delhi",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"₹ 1,25,000",1137,1137,1416,-
Andhra Pradesh,"Kurnool Med Coll, Kurnool",RADIO DIAGNOSIS,AIQ,GEN,"₹ 30,000",659,659,1418,-
Gujarat,"MP Shah, Jamnagar",RADIO DIAGNOSIS,AIQ,GEN,"₹ 30,000",899,1224,1420,-
Odisha,"MKCG, Berhampur",GENERAL MEDICINE,AIQ,GEN,"₹ 35,000",981,1356,1421,-
Tamil Nadu,"Madurai Med Coll, Madurai",DERMATOLOGY,AIQ,OBC,"₹ 50,000",1423,1423,1423,-
Tamil Nadu,"KAPV Med Coll, Trichy",RADIO DIAGNOSIS,AIQ,GEN,"₹ 50,000",783,1424,1424,-
Andhra Pradesh,"Andhra Med Coll, Vizag",RADIO DIAGNOSIS,AIQ,OBC,"₹ 30,000",919,1069,1433,-
Karnataka,"Mysore Med Coll, Mysore",GENERAL MEDICINE,AIQ,OBC,"₹ 1,23,400",1242,1382,1441,-
Delhi,"MAMC, Delhi",GENERAL MEDICINE,AIQ,SC,"₹ 16,200",1442,1442,1442,-
Maharashtra,"GovtMedColl,ChhatrapatiSambhajiNgr",GENERAL MEDICINE,AIQ,GEN,"₹ 1,57,100",1101,1405,1444,-
Maharashtra,"BJMC, Pune",DERMATOLOGY,AIQ,OBC,"₹ 1,57,100",1400,1448,1448,-
Uttar Pradesh,"JNMC (AMU), Aligarh",GENERAL MEDICINE,AIQ,GEN,"₹ 54,700",1011,1454,1454,-
Punjab,"Homi Bhabha CancerHosp, New Chandigarh",RADIO DIAGNOSIS,AIQ,GEN,"₹ 1,05,500",-,1459,1459,-
Tamil Nadu,"Stanley Med Coll, Chennai",DERMATOLOGY,AIQ,GEN,"₹ 50,000",1102,1447,1468,-
Maharashtra,"Pimpri Chinchwad, Pimpri",GENERAL MEDICINE,AIQ,GEN,"₹ 1,57,100",1180,1469,1469,-
Rajasthan,"Govt Med Coll, Kota",RADIO DIAGNOSIS,AIQ,EWS,"₹ 14,093",1471,1471,1471,-
Maharashtra,"Seth GS, Mumbai",GENERAL MEDICINE,AIQ,SC,"₹ 1,57,100",1472,1472,1472,-
Delhi,"Lady Hardinge, Delhi",GENERAL SURGERY,AIQ,OBC,"₹ 16,200",1480,1480,1480,-
Jammu and Kashmir,"Govt Med Coll, Srinagar",RADIO DIAGNOSIS,AIQ,GEN,"₹ 32,500",1149,1482,1482,-
Delhi,"Indraprastha Apollo Hosp,Delhi",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"₹ 1,25,000",859,1483,1483,-
Kerala,"Lourdes Hospital, Kochi",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"₹ 1,25,000",2438,1485,1485,-
Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,DU,EWS,"₹ 16,200",1486,1486,1486,-
Bihar,"Patna Med Coll, Patna",GENERAL MEDICINE,AIQ,GEN,"₹ 9,000",1488,1488,1488,-
Madhya Pradesh,"MGM Med Coll, Indore",GENERAL MEDICINE,AIQ,GEN,"₹ 1,01,500",788,1225,1489,-
Uttar Pradesh,"JNMC (AMU), Aligarh",GENERAL MEDICINE,AIQ,OBC,"₹ 54,700",1493,1529,1493,-
Uttar Pradesh,"KGMU, Lucknow",DERMATOLOGY,AIQ,GEN,"₹ 54,700",-,1278,1496,-
Karnataka,"Mysore Med Coll, Mysore",RADIO DIAGNOSIS,AIQ,OBC,"₹ 1,23,400",505,1498,1498,-
Karnataka,"KIMS, Hubli",GENERAL MEDICINE,AIQ,OBC,"₹ 1,23,400",1120,1120,1504,-
Delhi,"VMMC, Delhi",GENERAL MEDICINE,AIQ,SC,"₹ 15,000",1520,1520,1510,-
Delhi,"MAMC, Delhi",OPHTHALMOLOGY,AIQ,EWS,"₹ 16,200",1512,1512,1512,-
Tamil Nadu,"Stanley Med Coll, Chennai",DERMATOLOGY,AIQ,OBC,"₹ 50,000",1503,1513,1513,-
Delhi,"MAMC, Delhi",ENT,AIQ,GEN,"₹ 16,200",1515,1515,1515,-
Punjab,"Govt Med Coll, Patiala",DERMATOLOGY,AIQ,GEN,"₹ 1,25,000",898,898,1516,-
Gujarat,"PDU Med Coll, Rajkot",RADIO DIAGNOSIS,AIQ,GEN,"₹ 30,000",871,948,1518,-
Rajasthan,"JLNMC, Ajmer",DERMATOLOGY,AIQ,GEN,"₹ 14,093",1432,1704,1521,-
Kerala,"Govt Med Coll, Kozhikode",GENERAL MEDICINE,AIQ,EWS,"₹ 69,470",1522,1522,1522,-
Delhi,"Batra Hospital, Delhi",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"₹ 1,25,000",897,1297,1524,-
Tamil Nadu,Tirunelveli Med Coll,DERMATOLOGY,AIQ,GEN,"₹ 50,000",1447,1753,1530,-
Telangana,"NIMS Hospital, Hyderabad",DNBNUCLEAR MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",1535,1535,1535,-
Maharashtra,"Govt Med Coll, Nagpur",GENERAL MEDICINE,AIQ,EWS,"₹ 1,57,100",1095,1538,1538,6617
Maharashtra,"GovtMedColl,ChhatrapatiSambhajiNgr",DERMATOLOGY,AIQ,GEN,"₹ 1,57,100",1184,1209,1540,-
Karnataka,"Mysore Med Coll, Mysore",DERMATOLOGY,AIQ,OBC,"₹ 1,23,400",1546,1546,1546,-
Maharashtra,"Lilavati Hospital, Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",993,1553,1553,-
Gujarat,"Medical College, Baroda",GENERAL MEDICINE,AIQ,EWS,"₹ 30,000",701,701,1555,-
West Bengal,Calcutta National Med Coll,GENERAL MEDICINE,AIQ,GEN,"₹ 12,000",1225,1303,1556,-
Kerala,"Baby Memorial, Kozhikode",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"₹ 1,25,000",636,1562,1562,-
Maharashtra,"Indira Gandhi MedColl, Nagpur",RADIO DIAGNOSIS,AIQ,OBC,"₹ 1,57,100",991,1002,1563,-
Telangana,"Osmania Med Coll, Hyderabad",DERMATOLOGY,AIQ,GEN,"₹ 15,000",1209,1600,1570,-
Maharashtra,"Jaslok Hospital, Mumbai",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"₹ 1,25,000",1091,1571,1571,-
Delhi,"MAMC, Delhi",PAEDIATRICS,AIQ,GEN,"₹ 16,200",1230,1230,1574,-
Maharashtra,"SethVCGandhi Mun Gen Hos,Mumbai",DNBDERMATOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",1578,1578,1578,-
Haryana,"ESIC Med Coll, Faridabad",DERMATOLOGY,AIQ,GEN,"₹ 2,50,000",928,928,1581,-
Madhya Pradesh,"Gajra Raja Med Coll, Gwalior",RADIO DIAGNOSIS,AIQ,OBC,"₹ 1,01,500",1178,1484,1583,-
Telangana,"Gandhi Med Coll, Secunderabad",OBG,AIQ,GEN,"₹ 15,000",1584,1584,1584,-
Delhi,"Lady Hardinge, Delhi",DERMATOLOGY,DU,GEN,"₹ 16,200",1586,1586,1586,-
Delhi,"MAMC, Delhi",OBG,AIQ,GEN,"₹ 16,200",806,1008,1588,-
Maharashtra,"Grant Med Coll, Mumbai",RADIO DIAGNOSIS,AIQ,SC,"₹ 1,57,100",1593,1593,1593,-
West Bengal,Calcutta National Med Coll,DERMATOLOGY,AIQ,OBC,"₹ 12,000",1596,1596,1596,-
Telangana,"ESIC Med Coll,Sanath Nagar",DERMATOLOGY,AIQ,GEN,"₹ 2,50,000",1600,2024,1600,-
Tamil Nadu,Thanjavur Med Coll,RADIO DIAGNOSIS,AIQ,GEN,"₹ 50,000",789,1345,1602,-
Madhya Pradesh,"Gandhi Med Coll, Bhopal",RADIO DIAGNOSIS,AIQ,OBC,"₹ 1,01,500",955,1604,1604,-
Karnataka,"Bangalore Med Coll, Bangalore",DERMATOLOGY,AIQ,EWS,"₹ 1,23,400",1606,1606,1606,-
Gujarat,"Medical College, Baroda",RADIO DIAGNOSIS,AIQ,OBC,"₹ 30,000",896,1999,1608,-
Karnataka,"Shimoga IMS, Shimoga",DERMATOLOGY,AIQ,GEN,"₹ 1,23,400",642,1116,1609,-
Tamil Nadu,"Madurai Med Coll, Madurai",GENERAL MEDICINE,AIQ,GEN,"₹ 50,000",805,953,1611,-
Maharashtra,"BJMC, Pune",GENERAL MEDICINE,AIQ,GEN,"₹ 1,57,100",818,1193,1612,-
Uttar Pradesh,"JNMC (AMU), Aligarh",DERMATOLOGY,AIQ,OBC,"₹ 54,700",1616,1616,1616,-
Telangana,"NIMS, Hyderabad",RADIO DIAGNOSIS,AIQ,SC,"₹ 72,000",-,-,1618,-
Uttar Pradesh,"Shaik-ul-Hind, Saharanpur",DERMATOLOGY,AIQ,GEN,"₹ 24,000",1622,1622,1622,-
Delhi,"VMMC, Delhi",GENERAL MEDICINE,IP,GEN,"₹ 15,000",1115,1451,1623,-
Karnataka,"Bangalore Med Coll, Bangalore",RADIO DIAGNOSIS,AIQ,SC,"₹ 1,23,400",1636,1636,1636,-
Delhi,"Lady Hardinge, Delhi",RADIO DIAGNOSIS,DU,OBC,"₹ 16,200",1637,1637,1637,-
Maharashtra,"Govt Med Coll, Miraj",RADIO DIAGNOSIS,AIQ,GEN,"₹ 1,57,100",592,1101,1643,-
Delhi,"VMMC, Delhi",ORTHOPAEDICS,AIQ,GEN,"₹ 15,000",339,339,1647,-
Tamil Nadu,"Madras Med Coll, Chennai",DERMATOLOGY,AIQ,OBC,"₹ 50,000",1513,1532,1650,-
Delhi,"UCMS, Delhi",DERMATOLOGY,DU,GEN,"₹ 47,220",1653,1653,1653,-
Maharashtra,"GovtMedColl,ChhatrapatiSambhajiNgr",GENERAL MEDICINE,AIQ,EWS,"₹ 1,57,100",1655,1655,1655,-
Delhi,"Lady Hardinge, Delhi",GENERAL SURGERY,DU,GEN,"₹ 16,200",1659,1659,1659,-
Telangana,"ESIC Med Coll,Sanath Nagar",GENERAL MEDICINE,AIQ,OBC,"₹ 2,50,000",1369,1662,1662,-
Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,DU,EWS,"₹ 16,200",1670,1670,1670,-
Rajasthan,"Santokbha Durlabhji Mem,Jaipur",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,"₹ 1,25,000",1587,1705,1671,-
Telangana,"NIMS, Hyderabad",GENERAL MEDICINE,AIQ,ST,"₹ 72,000",1672,1672,1672,-
Maharashtra,"KJ Somaiya MedColl Hosp,Mumbai",DNBDERMATOLOGY,DNB Post MBBS,GEN,"₹ 1,25,000",1682,1682,1682,-
Delhi,"Lady Hardinge, Delhi",GENERAL SURGERY,AIQ,EWS,"₹ 16,200",1687,1687,1687,-
Delhi,"MAMC, Delhi",GENERAL MEDICINE,DU,OBC,"₹ 16,200",1688,1688,1688,-
Delhi,"Dr Baba Saheb Ambedkar, Delhi",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"₹ 1,25,000",1689,1689,1689,-
Uttarakhand,"Doon Med Coll, Dehradun",GENERAL MEDICINE,AIQ,GEN,"₹ 60,000",1692,1692,1692,-
