STATE,INSTITUTE,COURSE,QUOTA,FEE,BEDS,BOND YEARS,BOND PENALTY,STIPEND YEAR 1
Maharashtra,"Aditya Birla Mem Hosp, Pune",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",500,0,₹ 0.00,"₹ 86,629.00"
Maharashtra,"Max Super Spec Hosp, Nagpur",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 76,429.00"
Karnataka,"Manipal Hospital, Malleshwaram",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",100,0,₹ 0.00,"₹ 56,250.00"
Maharashtra,"Apollo Hospital, Navi Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",473,0,₹ 0.00,"₹ 89,000.00"
Karnataka,"District Hosp, Chikkaballapur",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",300,1,"₹ 20,00,000.00","₹ 56,250.00"
Maharashtra,"Ashwani Sahakari, Solapur",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",NA,0,₹ 0.00,"₹ 85,000.00"
Maharashtra,"Asian IMS, Dombivli (E)",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",NA,0,₹ 0.00,"₹ 83,000.00"
Maharashtra,"Bethany Hospital, Thane",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",190,0,₹ 0.00,"₹ 83,000.00"
Maharashtra,"Bhaktivedanta Hosp, Thane",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 82,769.00"
Karnataka,"District Hospital, Chitradurga",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",450,1,"₹ 20,00,000.00","₹ 56,250.00"
Maharashtra,"Deenanath Mangeshkar, Pune",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",876,0,₹ 0.00,"₹ 89,698.00"
Maharashtra,"Dr B Nanavati Hosp, Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",348,0,₹ 0.00,"₹ 86,630.00"
Karnataka,"District Hospital, Dharwad",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",250,1,"₹ 20,00,000.00","₹ 56,250.00"
Karnataka,"Dist Hosp, Navanagar Bagalkot",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",400,1,"₹ 20,00,000.00","₹ 56,250.00"
Maharashtra,"Fortis Hosp, Mulund, Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",440,0,₹ 0.00,"₹ 86,750.00"
Maharashtra,"Holy Family Hospital, Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",268,0,₹ 0.00,"₹ 85,000.00"
Maharashtra,"Holy Spirit Hospital, Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",300,0,₹ 0.00,"₹ 86,630.00"
Karnataka,"District Hospital, Tumakuru",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",400,1,"₹ 20,00,000.00","₹ 56,250.00"
Uttar Pradesh,"YatharthSS, Sec 1,GreatrNoida",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",450,0,₹ 0.00,"₹ 80,000.00"
Karnataka,"District Hospital, Vijayapura",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",426,1,"₹ 20,00,000.00","₹ 56,250.00"
Karnataka,"K C Gen Hospital, Bangalore",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",503,1,"₹ 20,00,000.00","₹ 56,250.00"
Maharashtra,"Jupiter Lifeline Hosp, Pune",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",350,0,₹ 0.00,"₹ 86,000.00"
Maharashtra,"KJ Somaiya MedColl Hosp,Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",520,0,₹ 0.00,"₹ 86,629.00"
Maharashtra,"Laddhad Hospital, Buldana",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",110,0,₹ 0.00,"₹ 35,000.00"
Maharashtra,"Lilavati Hospital, Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",330,0,₹ 0.00,"₹ 86,630.00"
Maharashtra,"Manik Hospital & RC,Aurangabad",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",100,0,₹ 0.00,"₹ 52,770.00"
Maharashtra,"MGM NewBombay Hosp,Navi Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",400,0,₹ 0.00,"₹ 89,698.00"
Maharashtra,"Noble Hospital, Pune",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",350,0,₹ 0.00,"₹ 89,700.00"
Maharashtra,"Ozone MS Hosp, Akola, MH",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",NA,0,₹ 0.00,"₹ 35,000.00"
Maharashtra,"PD Hinduja, Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",400,0,₹ 0.00,"₹ 89,700.00"
Maharashtra,"Poona Hospital & RC, Pune",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",300,0,₹ 0.00,"₹ 94,200.00"
Maharashtra,"Ruby Hall Clinic, Pune",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",600,0,₹ 0.00,"₹ 89,698.00"
Maharashtra,"Sadhu Vaswani Missions, Pune",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",430,0,₹ 0.00,"₹ 90,000.00"
Maharashtra,"Sahyadri SS Hosp, Karve Road",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",225,0,₹ 0.00,"₹ 89,000.00"
Maharashtra,"Saideep Healthcare, Ahmednagar",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",260,0,₹ 0.00,"₹ 64,000.00"
Maharashtra,"Saifee Hospital, Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",257,0,₹ 0.00,"₹ 89,700.00"
Maharashtra,"ShreeMarkendey Solapur,Solapur",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",225,0,₹ 0.00,"₹ 86,629.00"
Maharashtra,"HurkisondasNurrotumdas, Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",360,0,₹ 0.00,"₹ 94,000.00"
Maharashtra,"VishwaRaj Hospital, Pune",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",300,0,₹ 0.00,"₹ 72,000.00"
Manipur,"Shija Hosp, Imphal",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",350,0,₹ 0.00,"₹ 50,000.00"
Odisha,"Apollo Hospital, Bhubaneswar",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",350,0,₹ 0.00,"₹ 66,916.00"
Odisha,"Care Hospital, Bhubaneswar",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",230,0,₹ 0.00,"₹ 68,801.00"
Odisha,"JaiprakashHosp,Rourkela,Odisha",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",307,0,₹ 0.00,"₹ 90,000.00"
Punjab,"Emergency Med Care, Amritsar",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 35,000.00"
Punjab,"Fortis Hospital, Ludhiana",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 68,000.00"
Punjab,"Mohandai Oswal Hosp, Ludhiana",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",300,0,₹ 0.00,"₹ 77,000.00"
Punjab,"Sacred Heart Hosp, Jalandhar",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 76,000.00"
Punjab,"TagoreHosp&HeartCare,Jalandhar",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",155,0,₹ 0.00,"₹ 76,000.00"
Rajasthan,"Apex Hospital, Jaipur",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 81,519.00"
Rajasthan,"Eternal HeartCare Cent, Jaipur",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",225,0,₹ 0.00,"₹ 64,584.00"
Rajasthan,"Kothari Med & RI, Bikaner",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 55,200.00"
Rajasthan,"Rukmani Birla Hospital, Jaipur",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",230,0,₹ 0.00,"₹ 76,176.00"
Rajasthan,"Santokbha Durlabhji Mem,Jaipur",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",525,0,₹ 0.00,"₹ 82,800.00"
Tamil Nadu,"Apollo Hosp, Greams Rd,Chennai",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",745,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"Christian F Hosp, Oddanchatram",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",299,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"Dr Rela Inst, Chrompet,Chennai",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",450,0,₹ 0.00,"₹ 50,000.00"
Tamil Nadu,"Dr Jeyasekharan Hosp,Nagercoil",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"Dr Rangarajan Mem Hosp,Chennai",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",201,0,₹ 0.00,"₹ 54,000.00"
Tamil Nadu,"GKNM Hospital, Coimbatore",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",750,0,₹ 0.00,"₹ 49,440.00"
Tamil Nadu,"Hindu Mission Hosp, Tambaram",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",300,0,₹ 0.00,NA
Tamil Nadu,"KG Hospital, Coimbatore",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",350,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"Kauvery Hospital, Chennai",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",300,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"Kaveri Medical Centre, Trichy",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"Kongunad Hosp, Coimbatore",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",425,0,₹ 0.00,"₹ 50,000.00"
Tamil Nadu,"Kovai MedicalCentre,Coimbatore",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",1650,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"Meenakshi Mission Hosp,Madurai",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",800,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"Revathi Med Cent, Tirupur, TN",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",250,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"Royal Care SS Hosp, Coimbatore",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",401,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"SKS Hospital, Salem",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",225,0,₹ 0.00,"₹ 52,453.00"
Tamil Nadu,"Shifa Hospitals, Tirunelveli",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",130,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"Sri RamakrishnaHosp,Coimbatore",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",1009,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"St Joseph Hosp, Dindigul",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"SundramArulrhaj Hosp,Tuticorin",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"VHS and Med Centre, Chennai",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",525,0,₹ 0.00,"₹ 52,451.00"
Tamil Nadu,"Vijaya Hospital, Chennai",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",281,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"Apollo Speciality Hosp, Trichy",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",150,0,₹ 0.00,"₹ 48,000.00"
Telangana,"Apollo Hospital, Hyderguda",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",150,0,₹ 0.00,"₹ 67,032.00"
Telangana,"Apollo Hosp,Jubilee Hills,Hyd",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",550,0,₹ 0.00,"₹ 67,032.00"
Telangana,"Apollo Hospital, Secunderabad",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",150,0,₹ 0.00,"₹ 67,032.00"
Telangana,"KIMS Hospital, Hyderabad",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 67,032.00"
Telangana,"Krishna IMS, Secunderabad",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",675,0,₹ 0.00,"₹ 67,032.00"
Telangana,"Mahavir Hosp & RC, Hyderabad",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",220,0,₹ 0.00,"₹ 67,032.00"
Telangana,"Medicover Hospitals, Hyderabad",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",285,0,₹ 0.00,"₹ 50,686.00"
Telangana,"OZONE Inst of MedSci,Hyderabad",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",150,0,₹ 0.00,"₹ 44,075.00"
Telangana,"PrincessDurruShehvar,Hyderabad",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",197,0,₹ 0.00,"₹ 67,032.00"
Telangana,"Rohini Medicare, Hanamkonda",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",250,0,₹ 0.00,"₹ 67,032.00"
Telangana,"St Theresa's Hosp, Hyderabad",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",300,0,₹ 0.00,"₹ 67,032.00"
Uttar Pradesh,"Apollomedics SS Hosp, Lucknow",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",300,0,₹ 0.00,"₹ 80,000.00"
Uttar Pradesh,"City Hospital, Gorakhpur",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",112,0,₹ 0.00,"₹ 66,500.00"
Uttar Pradesh,"Fortis Hospital, Noida",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",332,0,₹ 0.00,"₹ 63,000.00"
Uttar Pradesh,"Kailash Hosp, Sector 27, Noida",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",325,0,₹ 0.00,"₹ 60,000.00"
Uttar Pradesh,"KMC Hosp & Res Cent, Meerut",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",150,0,₹ 0.00,"₹ 55,000.00"
Uttar Pradesh,"Max SS Hosp, Ghaziabad",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",436,0,₹ 0.00,"₹ 60,000.00"
Uttar Pradesh,"Neo Hospital, Sec 50, Noida, UP",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",220,0,₹ 0.00,"₹ 70,000.00"
Uttar Pradesh,"Pushpanjali Hosp & RC, Agra, UP",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",350,0,₹ 0.00,"₹ 56,100.00"
Uttar Pradesh,"The Fatima Hospital, Lucknow",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",220,0,₹ 0.00,"₹ 56,100.00"
Uttar Pradesh,"Vivekananda Polyclinic,Lucknow",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",350,0,₹ 0.00,"₹ 61,100.00"
Uttar Pradesh,"Yashoda SS Hosp, Ghaziabad",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",300,0,₹ 0.00,"₹ 62,000.00"
Uttar Pradesh,"Yashoda SS Hosp,Ghaziabad",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",310,0,₹ 0.00,"₹ 70,000.00"
Uttarakhand,"Max SS Hosp, Dehradun",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 57,000.00"
West Bengal,"Manipal Hospitals, Kolkata",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",156,0,₹ 0.00,"₹ 61,634.00"
West Bengal,"Healthworld Hospital, Durgapur",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",300,0,₹ 0.00,"₹ 61,635.00"
West Bengal,"Narayana SS Hospital, Howrah",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",288,0,₹ 0.00,"₹ 61,396.00"
West Bengal,"Peerless Hospital, Kolkata",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",500,0,₹ 0.00,"₹ 61,634.00"
West Bengal,"RN Tagore (Cardiac), Kolkata",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",681,0,₹ 0.00,"₹ 61,634.00"
West Bengal,"Ruby General Hospital, Kolkata",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",316,0,₹ 0.00,"₹ 61,634.00"
Andhra Pradesh,"KIMS Hospital, Kurnool",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 60,823.00"
Assam,"Haji Abdul Majid, Hojai, Assam",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",181,0,₹ 0.00,"₹ 51,500.00"
Karnataka,"Manipal Hosp, Whitefield",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",162,0,₹ 0.00,"₹ 56,250.00"
Odisha,"UtkalInstofMedSci, Bhubaneswar",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 72,100.00"
Karnataka,"Manipal Hospital,Ambalipura,BLR",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",214,0,₹ 0.00,"₹ 56,250.00"
Kerala,"SreeUthradomTirunal,Trivandrum",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",198,0,₹ 0.00,"₹ 57,876.00"
Madhya Pradesh,"Bhagyoday Tirth, Sagar, MP",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",308,0,₹ 0.00,"₹ 72,633.00"
Punjab,"Punjab Inst of MS, Jalandhar",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",750,0,₹ 0.00,"₹ 67,968.00"
Tamil Nadu,"Dr Kamakshi Mem, Chennai",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",300,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"Gleneagles Health City, Chennai",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"Kauvery Hosp Med Serv, Hosur",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",NA,0,₹ 0.00,"₹ 48,000.00"
Tamil Nadu,"Naruvi Hospitals, Vellore, TN",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",475,0,₹ 0.00,"₹ 48,000.00"
Telangana,"Care Hospital, Hyderabad",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",305,0,₹ 0.00,"₹ 58,289.00"
Uttar Pradesh,"Kailash Hosp Neuro Inst, Noida",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",200,0,₹ 0.00,"₹ 60,000.00"
Uttar Pradesh,"Medanta Hosp, Sushanth Golf, Lucknow",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",900,0,₹ 0.00,"₹ 65,000.00"
Andhra Pradesh,"DrAnjiReddySuperSpecHosp,Guntur",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",100,0,₹ 0.00,"₹ 60,823.00"
Chhattisgarh,"Shri Balaji Metro Hosp, Raigarh",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",400,0,₹ 0.00,"₹ 68,000.00"
Kerala,"Baby Mem Hosp, Nadal, Kannur",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",400,0,₹ 0.00,"₹ 57,876.00"
Kerala,"Paalana Inst of MedSci,Palakkad",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",300,0,₹ 0.00,"₹ 57,876.00"
Kerala,"Palakkad Inst ofMedSci,Palakkad",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",349,0,₹ 0.00,"₹ 57,876.00"
Kerala,"StJosephHosp,Manjumel,Ernakulam",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",201,0,₹ 0.00,"₹ 57,876.00"
Maharashtra,"RP Hosp & ResInstitute,Parbhani",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",860,0,₹ 0.00,"₹ 35,000.00"
Maharashtra,"SL Raheja Hosp, Mahi, Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",170,0,₹ 0.00,"₹ 95,000.00"
Maharashtra,"SahyadriSuperSpecHosp, Pune, MH",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",301,0,₹ 0.00,"₹ 89,000.00"
Maharashtra,"UnitedCIIGMAInstofMS,Aurangabad",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",175,0,₹ 0.00,"₹ 85,000.00"
Maharashtra,"UshahkalAbhinavInstofMS,Sangli",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",356,0,₹ 0.00,"₹ 76,500.00"
Tamil Nadu,"Sinduja Hospital, Manapparai",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",150,0,₹ 0.00,"₹ 48,000.00"
Telangana,"CC Shroff Mem Hosp, Barkatpura",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",170,0,₹ 0.00,"₹ 58,289.00"
Telangana,"Premier Hosp, Mehdipatnam, Hyd",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",100,0,₹ 0.00,"₹ 58,300.00"
Uttarakhand,"Brij Lal Hosp&ResCent,Haldwani",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",100,0,₹ 0.00,"₹ 35,000.00"
Maharashtra,"Sushrut Hosp & RC, Chembur, MH",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",100,0,₹ 0.00,"₹ 76,000.00"
Tamil Nadu,"PrashanthHos,Velachry,CHN(Joint)",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",230,0,₹ 0.00,"₹ 48,000.00"
Rajasthan,"Sudha MedColl&Hosp,Kota(Joint)",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",610,0,₹ 0.00,"₹ 35,000.00"
Gujarat,"GMERS MedColl Hosp,Himmatnagar",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",750,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"GMERS MedColl Hosp,Vadadora",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",750,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"GMERS MedColl Hosp,Valsad",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",650,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"GMERS MedColl Hosp,Gandhinagar",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",980,0,₹ 0.00,"₹ 1,00,800.00"
Gujarat,"GMERS MedColl Hosp,Patan",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",723,0,₹ 0.00,"₹ 1,00,800.00"
Assam,"Central Hospital, Guwahati",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",300,0,₹ 0.00,"₹ 90,000.00"
Bihar,"ESIC MC & Hosp Bihta, Patna",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",330,2,"₹ 10,00,000.00","₹ 1,30,653.00"
Chandigarh,"Govt MultSpec Hosp, Chandigarh",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",500,0,₹ 0.00,"₹ 1,09,926.00"
Chhattisgarh,"Central Hosp,Railway,Bilaspur",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",150,0,₹ 0.00,"₹ 67,500.00"
Chhattisgarh,"Govt Med Coll, Jagdalpur",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",650,0,₹ 0.00,"₹ 67,500.00"
Chhattisgarh,"JLN Main Hosp & RC, Bhilai",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",860,0,₹ 0.00,"₹ 67,500.00"
Dadra and Nagar Haveli,"VinobaBhaveCivilHosp, Silvassa",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",316,1,"₹ 10,00,000.00","₹ 35,000.00"
Delhi,"Deen Dayal Upadhyay, Delhi",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",640,1,"₹ 20,00,000.00","₹ 1,26,927.00"
Jammu and Kashmir,"Assoc Hosp Govt MC, Kathua",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",564,0,₹ 0.00,"₹ 59,500.00"
Delhi,"Dr Baba Saheb Ambedkar, Delhi",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",500,1,"₹ 20,00,000.00","₹ 1,26,927.00"
Delhi,"ESI Hospital, Jhilmil Shahdara",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",300,2,"₹ 10,00,000.00","₹ 1,30,653.00"
Delhi,"ESIC Hospital, Okhla",DNBGENERAL MEDICINE,DNB Post MBBS,"₹ 1,25,000.00",350,2,"₹ 10,00,000.00","₹ 1,30,653.00"
